volunteer_zip_code,voter_zip_code,messaged,not_messaged,all
08876,07083,0,1,1
08876,07702,0,2,2
08876,08551,0,1,1
08876,08844,0,7,7
08876,08853,0,1,1
08876,08873,0,2,2
08876,08876,0,2,2
08876,08889,0,1,1
08876,20001,0,1,1
08876,66045,0,1,1
08876,75204,0,1,1
08901,07724,0,3,3
08901,08876,0,3,3
10002,10570,0,1,1
10002,46507,0,1,1
10002,64116,0,1,1
10014,10036,0,9,9
10014,60188,0,9,9
10018,95819,0,3,3
10018,95822,0,9,9
10018,95823,1,2,3
10019,10007,0,15,15
10019,10023,0,1,1
10019,10025,0,2,2
10019,10039,0,2,2
10019,11101,0,1,1
10019,29672,0,14,14
10024,10452,1,1,2
10024,11226,1,1,2
10024,11743,1,1,2
10024,19003,1,1,2
10024,30263,1,1,2
10024,30296,1,1,2
10024,36117,1,1,2
10024,48917,1,1,2
10024,90002,1,1,2
10024,90248,0,2,2
10024,90746,0,2,2
10024,90814,1,1,2
10024,91303,0,2,2
10024,94605,0,2,2
10025,02111,0,2,2
10025,04402,0,1,1
10025,05452,0,2,2
10025,12029,0,2,2
10025,12123,0,2,2
10025,12125,0,4,4
10025,12168,0,2,2
10025,12480,0,2,2
10025,12498,0,2,2
10025,13491,0,2,2
10025,18103,0,2,2
10025,28403,0,1,1
10025,28803,0,1,1
10025,48184,0,2,2
10025,49331,0,2,2
10025,53562,0,2,2
10025,53703,0,2,2
10025,55612,0,2,2
10025,60010,0,1,1
10025,60061,0,2,2
10025,60124,0,2,2
10025,60174,0,2,2
10025,60601,0,2,2
10025,62269,0,2,2
10025,87110,0,2,2
10028,02462,0,2,2
10028,02917,0,2,2
10028,10028,0,6,6
10028,11104,0,2,2
10028,11201,0,2,2
10028,11210,0,2,2
10028,11234,0,2,2
10028,90024,1,2,3
10028,90067,0,2,2
10028,90210,0,6,6
10028,90274,0,2,2
10028,90293,0,2,2
10028,92672,0,2,2
10029,10017,0,2,2
10029,10019,0,2,2
10029,11217,0,2,2
10029,12528,0,2,2
10029,12561,0,2,2
10029,23229,0,2,2
10029,60091,0,2,2
10029,60618,0,2,2
10029,60657,0,2,2
10029,90067,0,2,2
10029,92057,0,2,2
10029,94115,0,2,2
10031,07018,0,2,2
10031,07095,0,2,2
10031,10001,0,4,4
10031,10002,0,2,2
10031,10010,0,2,2
10031,10017,0,2,2
10031,10018,0,2,2
10031,10027,0,2,2
10031,10031,0,6,6
10031,10035,0,4,4
10031,10037,0,2,2
10031,10038,0,2,2
10031,10040,0,2,2
10031,10280,0,2,2
10031,10452,0,2,2
10031,10459,0,2,2
10031,10465,0,2,2
10031,10469,0,2,2
10031,10471,0,2,2
10031,10474,0,2,2
10031,10601,0,2,2
10031,10976,0,2,2
10031,11003,0,2,2
10031,11206,0,2,2
10031,11210,0,2,2
10031,11212,0,2,2
10031,11216,0,2,2
10031,11226,0,2,2
10031,11231,0,2,2
10031,11241,0,2,2
10031,11362,0,2,2
10031,11743,0,2,2
10031,11747,0,2,2
10031,11753,0,2,2
10031,11797,0,2,2
10031,12748,0,2,2
10031,20007,0,2,2
10031,30215,0,2,2
10031,30263,0,2,2
10031,30296,0,2,2
10031,38114,0,2,2
10031,44118,0,2,2
10031,48823,0,2,2
10031,60302,0,2,2
10031,76063,0,2,2
10031,90019,0,2,2
10031,90047,0,2,2
10031,90062,0,2,2
10031,90301,0,2,2
10031,91364,0,2,2
10031,94806,0,2,2
10033,01880,0,2,2
10033,04629,0,2,2
10033,08889,1,2,3
10033,10032,0,2,2
10033,10040,0,2,2
10033,27403,0,2,2
10033,30607,0,2,2
10033,55405,0,2,2
10033,78722,0,2,2
10033,87102,0,2,2
10033,87108,0,2,2
10033,94709,0,2,2
10036,02911,0,2,2
10036,05034,0,2,2
10036,05053,0,2,2
10036,05059,0,2,2
10036,05089,0,2,2
10036,05091,0,4,4
10036,34223,0,2,2
10036,59718,0,2,2
10463,02896,0,1,1
10463,10451,0,1,1
10463,20814,0,1,1
10536,01230,0,1,1
10536,06811,0,4,4
10536,10504,0,3,3
10536,10514,0,8,8
10536,10518,0,13,13
10536,10519,0,2,2
10536,10520,0,3,3
10536,10526,0,8,8
10536,10527,0,2,2
10536,10528,0,2,2
10536,10533,0,1,1
10536,10536,0,25,25
10536,10541,0,2,2
10536,10543,0,2,2
10536,10549,0,13,13
10536,10550,0,2,2
10536,10560,0,3,3
10536,10562,0,1,1
10536,10567,0,2,2
10536,10570,0,2,2
10536,10573,0,1,1
10536,10576,0,2,2
10536,10589,0,3,3
10536,10590,0,29,29
10536,10591,0,2,2
10536,10594,0,2,2
10536,10598,0,4,4
10536,10601,0,2,2
10536,10603,0,2,2
10536,10605,0,2,2
10536,10606,0,2,2
10536,10703,0,2,2
10536,10804,0,2,2
10536,10920,0,2,2
10536,10956,0,2,2
10536,12248,0,1,1
10536,12508,0,3,3
10536,12522,0,1,1
10536,13323,0,3,3
10536,13433,0,2,2
10536,14610,0,1,1
10536,18017,0,1,1
10536,19104,0,1,1
10536,27514,0,2,2
10536,33573,0,1,1
10536,48316,0,2,2
10536,48766,0,2,2
10536,49012,0,1,1
10536,49272,0,2,2
10536,49283,0,1,1
10536,49340,0,4,4
10536,49505,0,2,2
10552,60014,0,1,1
11106,13202,0,1,1
11201,02138,0,1,1
11201,02210,0,3,3
11201,10011,0,1,1
11201,10014,0,1,1
11201,10017,0,1,1
11201,10025,0,3,3
11201,10026,0,1,1
11201,10128,0,1,1
11201,11201,0,6,6
11201,11220,0,3,3
11201,11238,0,3,3
11201,12075,0,3,3
11201,20148,0,1,1
11201,32821,0,1,1
11201,33139,0,4,4
11201,33312,0,1,1
11201,48034,0,3,3
11201,48304,0,3,3
11201,48322,0,3,3
11201,80026,0,1,1
11201,80503,0,1,1
11201,90039,0,3,3
11201,94061,0,1,1
11201,94103,0,1,1
11201,94107,0,1,1
11201,94305,0,4,4
11205,06355,0,1,1
11205,48109,0,1,1
11206,48025,0,2,2
11206,60091,0,2,2
11211,19130,0,1,1
11211,30313,0,1,1
11211,30344,0,1,1
11211,91505,0,1,1
11215,02114,0,1,1
11215,10019,0,2,2
11215,10271,0,2,2
11215,11211,0,4,4
11215,11238,0,4,4
11215,20721,0,4,4
11215,90039,0,4,4
11216,12308,0,10,10
11216,12831,0,10,10
11216,78756,0,10,10
11216,93950,0,10,10
11216,97214,0,10,10
11216,97215,0,10,10
11217,10014,0,1,1
11217,20814,0,1,1
11217,20910,0,1,1
11217,90067,0,1,1
11217,94806,0,1,1
11222,15213,0,2,2
11222,94133,0,2,2
11233,11225,0,3,3
11233,11237,0,3,3
11233,11238,0,3,3
11233,17601,0,3,3
11233,48214,0,3,3
11233,91502,0,3,3
11238,00179,0,1,1
11238,07666,0,12,12
11238,08820,0,13,13
11238,10016,0,1,1
11238,11217,0,12,12
11238,20148,0,12,12
11372,01238,0,2,2
11372,01730,0,2,2
11372,02043,0,2,2
11372,02110,0,2,2
11372,02138,0,2,2
11372,06513,0,2,2
11372,06901,0,2,2
11372,08865,0,2,2
11372,10007,0,2,2
11372,10009,0,2,2
11372,10010,0,2,2
11372,10018,0,2,2
11372,10021,0,2,2
11372,10022,0,2,2
11372,10038,0,2,2
11372,11101,0,2,2
11372,11215,0,2,2
11372,14850,0,2,2
11372,18106,0,2,2
11372,19010,0,2,2
11372,19112,0,2,2
11372,20005,0,2,2
11372,20006,0,2,2
11372,20120,0,2,2
11372,21030,0,2,2
11372,23219,0,2,2
11372,23230,0,2,2
11372,28205,0,2,2
11372,30308,0,2,2
11372,43221,0,2,2
11372,44255,0,2,2
11372,53719,0,2,2
11372,60056,0,2,2
11372,60606,0,2,2
11372,60680,0,2,2
11372,78703,0,2,2
11372,80021,0,2,2
11372,80301,0,4,4
11372,81654,0,2,2
11372,91108,0,2,2
11372,91942,0,2,2
11372,92123,0,2,2
11372,94025,0,2,2
11372,94063,0,2,2
11372,94107,0,2,2
11372,94117,0,2,2
11372,94304,0,2,2
11375,06415,0,1,1
11375,07302,0,1,1
11375,20853,0,1,1
11375,22201,0,1,1
11510,08840,0,1,1
11510,10003,0,1,1
11510,10016,0,1,1
11510,11030,0,2,2
11510,11510,0,3,3
11510,11520,0,1,1
11510,11530,0,1,1
11510,11563,0,1,1
11510,11570,0,1,1
11510,11572,0,1,1
11510,11575,0,1,1
11510,11580,0,2,2
11510,11701,0,2,2
11510,11791,0,1,1
11510,29466,0,1,1
11510,30517,0,1,1
11510,36456,0,1,1
11510,50613,0,1,1
11510,75701,0,1,1
11510,75702,0,1,1
11510,75707,0,2,2
11510,85609,0,1,1
11510,92154,0,1,1
11937,00106,0,16,16
11937,02493,0,16,16
11937,06511,1,92,93
11937,10002,0,16,16
11937,10026,0,2,2
11937,10031,0,16,16
11937,10065,0,16,16
11937,10128,0,2,2
11937,10983,0,16,16
11937,11205,0,2,2
11937,11211,0,16,16
11937,11238,0,2,2
11937,11788,0,17,17
11937,11932,1,92,93
11937,11937,1,202,203
11937,11963,0,16,16
11937,11975,1,76,77
11937,15218,0,16,16
11937,20011,0,16,16
11937,20151,0,16,16
11937,30079,0,2,2
11937,33431,0,16,16
11937,39560,0,93,93
11937,48108,0,16,16
11937,55416,1,92,93
11937,60131,0,16,16
11937,60607,0,16,16
11937,60615,0,16,16
11937,60622,0,17,17
11937,60637,0,109,109
11937,60647,0,16,16
11937,60654,0,16,16
11937,70003,1,92,93
11937,78332,1,92,93
11937,80128,1,92,93
11937,85013,0,16,16
11937,87508,1,92,93
11937,91601,1,92,93
11937,94710,1,92,93
11937,94920,0,16,16
11937,98121,1,92,93
11975,11225,0,4,4
12065,60048,0,1,1
12345,49435,0,1,1
12401,01055,0,2,2
12401,02053,0,2,2
12401,02118,0,2,2
12401,02127,0,2,2
12401,02131,0,2,2
12401,02135,0,4,4
12401,02136,0,2,2
12401,02149,0,2,2
12401,02465,0,2,2
12401,02481,0,2,2
12401,02482,0,2,2
12401,02840,0,2,2
12401,03820,0,2,2
12401,07082,0,2,2
12401,10009,0,2,2
12401,10011,0,2,2
12401,10012,0,8,8
12401,10018,0,4,4
12401,10021,0,1,1
12401,10022,0,2,2
12401,10024,0,2,2
12401,10025,0,2,2
12401,10065,0,2,2
12401,10128,0,2,2
12401,10280,0,2,2
12401,10916,0,2,2
12401,11201,0,2,2
12401,12148,0,2,2
12401,12174,0,2,2
12401,12184,0,2,2
12401,12401,0,17,17
12401,12419,0,2,2
12401,12443,0,4,4
12401,12466,0,4,4
12401,12467,0,2,2
12401,12477,0,2,2
12401,12514,0,2,2
12401,12561,0,5,5
12401,12566,0,1,1
12401,12719,0,2,2
12401,18657,0,2,2
12401,19102,0,2,2
12401,19148,0,2,2
12401,20008,0,2,2
12401,21401,0,2,2
12401,22207,0,2,2
12401,27012,0,3,3
12401,27028,0,2,2
12401,27101,0,5,5
12401,27104,0,3,3
12401,27105,0,7,7
12401,27106,0,5,5
12401,27107,0,3,3
12401,27407,0,3,3
12401,27516,0,2,2
12401,27707,0,4,4
12401,27810,0,5,5
12401,28806,0,2,2
12401,29485,0,3,3
12401,32113,0,2,2
12401,33487,0,3,3
12401,34786,0,2,2
12401,45220,0,2,2
12401,68046,0,2,2
12401,80011,0,3,3
12401,90402,0,2,2
12401,92109,0,2,2
12401,94110,0,2,2
12401,94114,0,2,2
12401,94596,0,2,2
12404,12401,0,2,2
12404,12409,0,2,2
12404,12440,0,2,2
12404,12477,0,2,2
12404,12561,0,2,2
12404,33321,0,2,2
12409,10003,0,2,2
12409,10306,0,2,2
12409,11215,0,2,2
12409,12401,0,4,4
12409,12409,0,6,6
12409,12419,0,2,2
12409,12433,0,2,2
12409,12446,0,2,2
12409,12448,0,4,4
12409,12461,0,2,2
12409,12477,0,8,8
12409,12481,0,4,4
12409,12494,0,2,2
12409,12495,0,2,2
12409,12498,0,12,12
12409,94102,0,2,2
12443,12404,0,2,2
12443,12443,0,4,4
12443,12484,0,2,2
12443,48105,0,2,2
12449,12401,3,11,14
12449,12477,1,3,4
12449,12498,0,4,4
12449,13473,0,2,2
12449,32119,0,2,2
12457,10024,0,2,2
12457,12401,0,2,2
12457,12404,0,2,2
12457,12498,0,4,4
12466,00008,0,2,2
12466,01730,0,1,1
12466,10022,0,1,1
12466,10026,0,1,1
12466,10467,0,2,2
12466,10603,0,2,2
12466,12224,0,1,1
12466,12401,0,11,11
12466,12443,0,3,3
12466,12466,0,5,5
12466,12487,0,3,3
12466,12493,0,1,1
12466,12498,0,3,3
12466,12540,0,4,4
12466,12561,0,4,4
12466,12569,0,1,1
12466,12601,1,1,2
12466,12666,0,1,1
12466,14228,0,2,2
12466,22206,0,2,2
12466,28451,0,2,2
12466,50122,0,2,2
12466,73071,0,1,1
12466,75004,0,1,1
12477,27104,0,2,2
12487,01002,0,1,1
12487,04074,0,2,2
12487,04105,0,1,1
12487,05301,0,6,6
12487,05346,0,6,6
12487,06118,0,1,1
12487,08204,0,1,1
12487,10016,0,2,2
12487,10463,0,1,1
12487,10701,0,2,2
12487,10705,0,1,1
12487,11201,0,2,2
12487,12401,0,9,9
12487,12446,0,3,3
12487,12472,0,3,3
12487,12484,0,3,3
12487,12572,0,2,2
12487,12603,0,3,3
12487,13905,0,2,2
12487,14103,0,1,1
12487,19119,0,1,1
12487,21209,0,1,1
12487,21211,0,1,1
12487,43402,0,1,1
12487,46220,0,1,1
12487,46321,0,1,1
12528,10030,0,2,2
12528,12401,0,4,4
12528,12466,0,2,2
12528,12477,0,2,2
12528,12508,0,2,2
12528,12525,0,3,3
12528,12528,0,3,3
12528,12561,0,4,4
12528,12589,0,2,2
12528,18426,0,2,2
12528,78702,0,2,2
12528,80013,0,2,2
12533,02155,0,1,1
12533,06355,0,2,2
12533,10065,0,1,1
12533,10069,0,2,2
12533,10305,0,2,2
12533,10463,0,1,1
12533,10506,0,2,2
12533,10509,0,7,7
12533,10541,0,2,2
12533,10549,0,2,2
12533,10566,0,2,2
12533,10577,0,1,1
12533,10598,0,1,1
12533,10980,0,2,2
12533,12022,0,1,1
12533,12401,0,2,2
12533,12472,0,2,2
12533,12477,0,4,4
12533,12524,0,4,4
12533,12533,0,9,9
12533,12540,0,3,3
12533,12545,0,2,2
12533,12561,0,2,2
12533,12567,0,1,1
12533,12569,0,2,2
12533,12570,0,6,6
12533,12572,0,6,6
12533,12580,0,3,3
12533,12590,0,5,5
12533,12603,0,3,3
12533,12801,0,1,1
12533,28018,0,1,1
12533,32927,0,1,1
12533,33909,0,2,2
12533,34293,0,2,2
12533,70118,0,1,1
12533,70560,0,2,2
12533,77471,0,1,1
12533,85251,0,2,2
12547,32608,0,2,2
12547,43202,0,2,2
12547,43214,0,2,2
12547,48103,0,2,2
12547,94065,0,2,2
12561,00721,0,3,3
12561,00745,0,2,2
12561,02115,0,2,2
12561,05068,0,2,2
12561,05301,0,2,2
12561,05401,0,2,2
12561,06237,0,2,2
12561,10025,0,4,4
12561,10451,0,2,2
12561,10547,0,1,1
12561,10706,0,2,2
12561,11030,0,1,1
12561,11221,0,2,2
12561,11710,0,2,2
12561,12090,0,2,2
12561,12466,0,2,2
12561,12550,0,2,2
12561,12561,0,12,12
12561,12566,0,1,1
12561,12601,0,1,1
12561,20470,0,1,1
12561,20912,0,2,2
12561,31401,0,2,2
12561,32801,0,1,1
12561,33948,0,1,1
12561,53202,0,2,2
12561,53705,0,2,2
12561,55105,0,2,2
12561,55455,0,2,2
12561,60201,0,4,4
12561,60610,0,2,2
12561,60612,0,2,2
12561,60618,0,2,2
12561,60622,0,4,4
12561,60640,0,2,2
12561,60661,0,2,2
12561,80516,0,2,2
12561,90065,0,2,2
12561,92054,0,2,2
12561,94558,0,2,2
12561,94947,0,2,2
12572,01266,0,3,3
12572,07920,0,2,2
12572,10011,0,4,4
12572,10128,0,2,2
12572,11443,0,3,3
12572,12402,1,2,3
12572,12409,1,2,3
12572,12414,0,3,3
12572,12449,1,2,3
12572,12571,0,3,3
12572,12572,1,10,11
12572,12573,1,2,3
12572,18103,0,3,3
12572,33498,0,2,2
12572,48642,0,3,3
12572,53562,0,3,3
13413,01001,0,2,2
13413,02245,0,1,1
13413,03055,0,1,1
13413,06600,0,2,2
13413,10454,0,1,1
13413,10674,0,2,2
13413,12986,0,1,1
13413,13057,0,1,1
13413,13244,0,1,1
13413,13323,0,3,3
13413,13413,0,5,5
13413,13414,0,2,2
13413,13501,0,6,6
13413,13502,0,13,13
13413,14260,0,2,2
13413,14502,0,2,2
13413,16664,0,1,1
13413,20036,0,2,2
13413,40351,0,1,1
13413,45807,0,1,1
13413,46737,0,2,2
13413,48855,0,2,2
13413,71754,0,2,2
13413,80027,0,1,1
13413,85721,0,2,2
13413,95014,0,1,1
13413,98177,0,1,1
13502,02143,0,3,3
13502,05088,0,4,4
13502,10541,0,4,4
13502,12504,0,3,3
13502,13413,0,6,6
13502,13424,0,1,1
13502,13440,0,3,3
13502,13502,0,4,4
13502,13619,0,4,4
13502,13905,0,1,1
13502,14202,0,4,4
13502,14620,0,6,6
13502,14623,0,3,3
13502,15801,0,4,4
13502,20037,0,4,4
13502,26804,0,4,4
13502,70461,0,4,4
13502,91710,0,3,3
13502,97212,0,3,3
13905,13903,0,2,2
13905,37214,0,2,2
14094,33710,0,2,2
14094,92675,0,2,2
14623,12198,0,1,1
14623,23518,0,1,1
15203,15202,0,2,2
15203,15204,0,2,2
15203,15210,0,2,2
15203,15213,0,2,2
15203,15219,0,2,2
15203,15222,0,4,4
15203,15224,0,2,2
15203,15236,0,2,2
15203,15275,0,2,2
15203,15801,0,9,9
15203,15825,0,2,2
15203,15853,0,5,5
15203,15857,0,4,4
15203,16201,0,2,2
15203,16441,0,2,2
15203,16509,0,4,4
15203,16510,0,2,2
15203,16801,0,2,2
15203,30076,0,2,2
15203,32309,0,2,2
15203,43787,0,2,2
15203,45244,0,2,2
15203,92104,0,2,2
15211,05068,0,1,1
15211,15104,0,1,1
15211,15208,0,1,1
15211,15217,0,1,1
15211,15219,0,1,1
15211,15221,0,1,1
15211,15222,0,1,1
15211,15237,0,1,1
15211,17043,0,1,1
15211,17101,0,2,2
15211,17102,0,2,2
15211,18018,0,1,1
15211,19107,0,1,1
15211,19119,0,1,1
15211,25443,0,1,1
15211,45220,0,1,1
15212,20853,0,1,1
15214,12468,0,1,1
15214,15044,0,1,1
15214,15213,0,1,1
15214,15214,0,1,1
15214,15301,0,1,1
15214,17044,0,1,1
15214,17055,0,1,1
15214,18018,0,1,1
15214,18320,0,1,1
15214,18360,0,1,1
15214,18425,0,1,1
15214,19125,0,1,1
15214,53223,0,1,1
15214,55408,0,1,1
15214,55416,0,1,1
15343,60514,0,1,1
15801,15801,1,6,7
15801,16428,0,7,7
15801,85381,0,7,7
16105,04106,0,1,1
16105,16037,0,1,1
16105,46590,0,1,1
16105,80016,0,2,2
16412,97209,0,1,1
16502,16444,0,5,5
16502,16501,0,5,5
16502,16502,0,2,2
16502,16504,0,2,2
16502,16505,0,2,2
16502,16506,0,1,1
16502,16563,0,2,2
16502,17837,0,1,1
16502,80247,0,1,1
16506,16506,0,3,3
16506,16507,0,2,2
16506,16508,0,2,2
16506,16509,0,2,2
16510,16421,0,1,1
16511,16428,1,4,5
16511,16438,0,2,2
16511,16441,0,1,1
16511,16501,1,4,5
16511,16505,0,1,1
16511,16507,0,1,1
16511,16508,0,2,2
16511,16510,0,4,4
16511,16511,0,2,2
16511,16528,0,2,2
16511,16565,0,2,2
16511,29902,0,1,1
16511,44212,0,1,1
16511,66018,0,2,2
16845,15090,0,7,7
16845,16033,0,7,7
16845,16159,0,7,7
16870,17109,0,1,1
16870,43215,0,1,1
16870,55102,0,1,1
17112,10011,0,4,4
17112,10032,0,4,4
17112,17104,0,4,4
17112,17111,0,4,4
18014,18042,0,2,2
18015,18015,0,1,1
18015,18103,0,2,2
18015,18704,0,1,1
18015,20720,0,1,1
18017,18015,0,1,1
18017,18017,0,2,2
18017,18018,0,2,2
18017,18034,0,1,1
18017,18040,0,1,1
18017,18080,1,1,2
18017,18101,0,1,1
18017,18102,1,0,1
18017,18104,1,1,2
18017,18105,0,1,1
18017,19474,1,0,1
18017,20878,0,1,1
18017,33138,0,1,1
18017,60649,0,1,1
18018,00010,0,2,2
18018,00222,0,2,2
18018,01245,0,2,2
18018,01760,0,1,1
18018,02140,0,2,2
18018,02152,0,1,1
18018,02459,0,1,1
18018,02653,0,1,1
18018,02911,0,2,2
18018,04103,0,1,1
18018,05255,0,1,1
18018,05257,0,1,1
18018,06776,0,1,1
18018,07052,0,1,1
18018,07663,0,1,1
18018,07920,0,1,1
18018,07921,0,1,1
18018,07927,0,2,2
18018,07930,0,2,2
18018,08822,0,4,4
18018,08865,0,2,2
18018,08873,0,1,1
18018,08876,0,2,2
18018,08901,0,1,1
18018,10012,0,2,2
18018,10013,0,3,3
18018,10016,0,1,1
18018,10024,0,3,3
18018,11733,0,2,2
18018,11746,0,2,2
18018,12414,0,1,1
18018,12446,0,1,1
18018,12567,0,1,1
18018,13502,0,2,2
18018,14625,0,1,1
18018,15217,0,1,1
18018,16802,0,2,2
18018,17103,0,1,1
18018,17104,0,1,1
18018,17111,0,2,2
18018,17403,0,2,2
18018,18002,0,4,4
18018,18011,0,2,2
18018,18013,0,2,2
18018,18014,0,1,1
18018,18015,1,29,30
18018,18016,0,2,2
18018,18017,0,41,41
18018,18018,0,32,32
18018,18019,0,1,1
18018,18020,0,9,9
18018,18031,0,1,1
18018,18032,0,3,3
18018,18034,0,11,11
18018,18036,0,5,5
18018,18037,0,1,1
18018,18038,0,1,1
18018,18042,0,22,22
18018,18045,0,7,7
18018,18049,0,8,8
18018,18051,0,2,2
18018,18053,0,2,2
18018,18055,0,4,4
18018,18062,0,5,5
18018,18064,0,7,7
18018,18067,0,5,5
18018,18069,0,2,2
18018,18073,0,1,1
18018,18078,0,2,2
18018,18081,1,0,1
18018,18087,0,3,3
18018,18091,0,4,4
18018,18101,0,20,20
18018,18102,1,23,24
18018,18103,0,15,15
18018,18104,0,23,23
18018,18105,0,7,7
18018,18106,0,3,3
18018,18107,0,2,2
18018,18109,0,13,13
18018,18235,0,2,2
18018,18324,0,1,1
18018,18330,0,1,1
18018,18353,0,2,2
18018,18701,0,1,1
18018,18901,0,2,2
18018,18976,0,2,2
18018,19002,0,1,1
18018,19038,0,2,2
18018,19053,0,1,1
18018,19067,0,1,1
18018,19102,0,1,1
18018,19103,0,3,3
18018,19116,0,2,2
18018,19118,0,1,1
18018,19119,0,2,2
18018,19121,0,1,1
18018,19130,0,2,2
18018,19145,0,2,2
18018,19146,0,3,3
18018,19151,0,1,1
18018,19401,0,2,2
18018,19422,0,2,2
18018,19426,0,1,1
18018,19437,0,2,2
18018,19438,0,2,2
18018,19446,0,1,1
18018,19462,0,2,2
18018,19534,0,1,1
18018,20001,0,1,1
18018,20005,0,3,3
18018,20006,0,2,2
18018,20007,0,2,2
18018,20016,0,2,2
18018,20190,0,1,1
18018,20742,0,1,1
18018,20783,0,2,2
18018,20816,0,1,1
18018,20910,0,1,1
18018,20912,0,2,2
18018,21093,0,1,1
18018,21152,0,1,1
18018,22202,0,1,1
18018,22207,0,1,1
18018,24551,0,1,1
18018,28403,0,2,2
18018,33301,0,1,1
18018,33467,0,2,2
18018,33912,0,2,2
18018,37221,0,2,2
18018,48632,0,2,2
18018,53704,0,4,4
18018,55125,0,2,2
18018,55414,0,1,1
18018,59046,0,2,2
18018,59725,0,2,2
18018,60115,0,2,2
18018,60625,0,1,1
18018,60626,0,1,1
18018,61036,0,1,1
18018,75248,0,2,2
18018,80521,0,1,1
18018,90025,0,1,1
18018,91182,0,1,1
18018,92106,0,2,2
18018,93955,0,1,1
18018,94116,0,1,1
18018,94804,0,1,1
18018,94941,0,1,1
18018,97031,0,1,1
18018,97703,0,2,2
18018,98052,0,1,1
18034,18034,0,2,2
18034,18036,0,2,2
18036,01887,0,1,1
18036,07045,0,1,1
18036,08302,0,2,2
18036,08360,0,2,2
18036,08540,0,1,1
18036,10010,0,4,4
18036,12580,0,1,1
18036,18011,0,1,1
18036,18016,0,1,1
18036,18018,0,3,3
18036,18033,0,2,2
18036,18034,0,13,13
18036,18036,0,25,25
18036,18049,0,2,2
18036,18051,0,1,1
18036,18062,0,2,2
18036,18103,0,2,2
18036,18106,0,2,2
18036,18901,0,2,2
18036,18938,0,2,2
18036,18951,0,4,4
18036,19063,0,1,1
18036,19072,0,1,1
18036,19106,0,1,1
18036,19320,0,1,1
18036,19702,0,2,2
18036,19713,0,1,1
18036,19943,0,3,3
18036,22101,0,1,1
18036,22308,0,1,1
18036,32328,0,2,2
18036,34289,0,1,1
18036,47401,0,3,3
18036,49635,0,2,2
18036,80537,0,2,2
18036,83704,0,1,1
18036,85215,0,1,1
18036,97205,0,2,2
18036,98102,0,1,1
18042,06033,0,6,6
18042,07011,0,1,1
18042,07882,0,2,2
18042,08050,0,1,1
18042,10020,0,1,1
18042,12137,0,2,2
18042,16148,0,2,2
18042,17018,0,2,2
18042,18014,0,1,1
18042,18015,0,2,2
18042,18017,0,1,1
18042,18020,0,2,2
18042,18030,0,1,1
18042,18042,0,12,12
18042,18045,0,2,2
18042,18055,0,2,2
18042,18064,0,2,2
18042,18103,0,3,3
18042,22701,0,4,4
18042,45236,0,1,1
18042,45309,0,1,1
18042,45417,0,2,2
18042,45440,0,2,2
18042,45601,0,2,2
18042,48197,0,2,2
18042,48198,0,2,2
18045,18042,0,10,10
18045,27909,0,10,10
18045,50704,0,10,10
18049,00018,0,1,1
18049,02151,0,2,2
18049,02420,0,1,1
18049,07040,0,1,1
18049,08108,0,2,2
18049,08247,0,1,1
18049,10001,0,1,1
18049,10004,0,2,2
18049,10012,0,1,1
18049,10024,0,1,1
18049,10852,0,2,2
18049,10867,0,1,1
18049,11238,0,1,1
18049,12993,0,2,2
18049,15102,0,2,2
18049,16125,0,1,1
18049,17022,0,1,1
18049,17109,0,2,2
18049,17110,0,1,1
18049,17111,0,1,1
18049,17555,0,2,2
18049,18011,0,8,8
18049,18015,0,2,2
18049,18017,0,4,4
18049,18031,0,3,3
18049,18032,0,1,1
18049,18034,0,4,4
18049,18036,0,11,11
18049,18040,0,1,1
18049,18042,0,3,3
18049,18044,0,1,1
18049,18049,1,74,75
18049,18052,0,2,2
18049,18054,0,5,5
18049,18055,0,2,2
18049,18058,0,1,1
18049,18062,0,21,21
18049,18066,0,1,1
18049,18069,0,1,1
18049,18078,0,2,2
18049,18081,0,2,2
18049,18084,0,2,2
18049,18092,0,5,5
18049,18101,0,1,1
18049,18102,0,3,3
18049,18103,0,24,24
18049,18104,0,8,8
18049,18105,0,1,1
18049,18106,0,4,4
18049,18109,0,1,1
18049,18229,0,2,2
18049,18353,0,1,1
18049,18535,0,2,2
18049,18624,0,1,1
18049,18901,0,1,1
18049,18940,0,2,2
18049,18951,0,2,2
18049,18964,0,1,1
18049,18966,0,2,2
18049,18974,0,2,2
18049,18977,0,1,1
18049,18979,0,2,2
18049,19002,0,2,2
18049,19004,0,1,1
18049,19034,0,2,2
18049,19038,0,3,3
18049,19050,0,2,2
18049,19066,0,2,2
18049,19072,0,3,3
18049,19075,0,2,2
18049,19082,0,3,3
18049,19083,0,2,2
18049,19085,0,2,2
18049,19086,0,1,1
18049,19095,0,1,1
18049,19096,0,2,2
18049,19102,0,5,5
18049,19107,0,1,1
18049,19111,0,2,2
18049,19115,0,2,2
18049,19119,0,2,2
18049,19131,0,2,2
18049,19144,0,2,2
18049,19335,0,2,2
18049,19355,0,5,5
18049,19426,0,4,4
18049,19438,0,2,2
18049,19444,0,2,2
18049,19460,0,3,3
18049,19464,0,4,4
18049,19504,0,3,3
18049,19510,0,1,1
18049,19518,0,1,1
18049,19530,0,3,3
18049,19551,0,2,2
18049,19562,0,1,1
18049,20036,0,2,2
