ZCTA5CE10,longt,lat
21665,-76.33,38.75
21666,-76.33,38.94
21667,-76.05,39.35
21668,-75.85,39.19
21669,-76.29,38.46
21671,-76.34,38.69
21672,-76.06,38.28
21673,-76.05,38.65
21675,-76.09,38.29
21676,-76.34,38.78
21677,-76.19,38.49
21678,-76.10,39.31
21679,-76.08,38.92
21701,-77.33,39.45
21702,-77.46,39.48
21703,-77.47,39.37
21704,-77.38,39.35
21705,-77.41,39.41
21710,-77.45,39.30
21711,-78.02,39.67
21713,-77.67,39.52
21714,-77.50,39.42
21716,-77.62,39.31
21717,-77.44,39.34
21718,-77.63,39.39
21719,-77.50,39.71
21722,-77.92,39.67
21723,-77.01,39.33
21727,-77.33,39.69
21733,-77.76,39.55
21734,-77.71,39.61
21737,-77.02,39.25
21738,-77.03,39.28
21740,-77.74,39.63
21742,-77.66,39.67
21746,-77.71,39.57
21750,-78.22,39.69
21754,-77.31,39.33
21755,-77.57,39.36
21756,-77.70,39.45
21757,-77.26,39.60
21758,-77.66,39.35
21762,-77.25,39.48
21766,-78.39,39.66
21767,-77.75,39.70
21769,-77.57,39.45
21770,-77.26,39.35
21771,-77.16,39.39
21773,-77.55,39.54
21774,-77.28,39.41
21776,-77.10,39.52
21777,-77.52,39.27
21778,-77.34,39.62
21779,-77.65,39.43
21780,-77.47,39.68
21781,-77.76,39.57
21782,-77.76,39.46
21783,-77.56,39.65
21784,-76.97,39.40
21787,-77.17,39.67
21788,-77.42,39.59
21790,-77.49,39.26
21791,-77.19,39.54
21793,-77.34,39.49
21794,-76.97,39.30
21795,-77.83,39.58
21797,-77.07,39.33
21798,-77.30,39.54
21801,-75.64,38.38
21802,-75.58,38.34
21804,-75.53,38.31
21810,-75.71,38.30
21811,-75.22,38.32
21813,-75.16,38.43
21814,-75.90,38.30
21817,-75.84,37.98
21821,-75.92,38.17
21822,-75.64,38.28
21824,-76.03,37.98
21826,-75.63,38.32
21829,-75.38,38.10
21830,-75.73,38.40
21835,-75.95,38.53
21837,-75.77,38.46
21838,-75.73,38.01
21840,-75.90,38.25
21841,-75.30,38.25
21842,-75.09,38.37
21849,-75.46,38.38
21850,-75.40,38.36
21851,-75.54,38.08
21853,-75.72,38.20
21856,-75.80,38.34
21861,-75.73,38.54
21862,-75.22,38.40
21863,-75.40,38.19
21864,-75.41,38.04
21865,-75.85,38.28
21866,-76.02,37.97
21867,-75.79,38.11
21869,-75.89,38.44
21871,-75.73,38.10
21872,-75.29,38.42
21874,-75.35,38.39
21875,-75.55,38.44
21890,-75.70,38.16
21901,-75.96,39.59
21902,-76.06,39.55
21903,-76.04,39.57
21904,-76.08,39.62
21911,-76.04,39.69
21912,-75.82,39.42
21913,-75.87,39.40
21914,-75.98,39.57
21915,-75.84,39.50
21916,-75.86,39.64
21917,-76.10,39.67
21918,-76.17,39.68
21919,-75.94,39.42
21920,-75.83,39.66
21921,-75.86,39.63
21930,-75.89,39.37
22003,-77.21,38.83
22015,-77.28,38.79
22025,-77.34,38.60
22026,-77.29,38.57
22027,-77.22,38.89
22030,-77.34,38.84
22031,-77.26,38.86
22032,-77.29,38.82
22033,-77.38,38.88
22035,-77.36,38.86
22039,-77.32,38.75
22041,-77.14,38.85
22042,-77.20,38.86
22043,-77.20,38.90
22044,-77.16,38.86
22046,-77.18,38.89
22060,-77.16,38.71
22066,-77.30,39.01
22079,-77.21,38.68
22101,-77.17,38.94
22102,-77.23,38.95
22124,-77.33,38.89
22125,-77.26,38.68
22134,-77.38,38.52
22150,-77.19,38.77
22151,-77.21,38.80
22152,-77.23,38.78
22153,-77.23,38.74
22172,-77.36,38.57
22180,-77.25,38.90
22181,-77.29,38.91
22182,-77.27,38.94
22185,-77.30,38.87
22191,-77.26,38.62
22192,-77.32,38.68
22193,-77.35,38.64
22201,-77.10,38.89
22202,-77.05,38.86
22203,-77.12,38.87
22204,-77.10,38.86
22205,-77.14,38.88
22206,-77.09,38.84
22207,-77.12,38.91
22209,-77.08,38.90
22211,-77.07,38.88
22213,-77.16,38.90
22214,-77.07,38.87
22301,-77.06,38.82
22302,-77.08,38.83
22303,-77.08,38.79
22304,-77.11,38.81
22305,-77.06,38.84
22306,-77.09,38.76
22307,-77.06,38.77
22308,-77.06,38.73
22309,-77.11,38.72
22310,-77.12,38.78
22311,-77.12,38.83
22312,-77.15,38.82
22314,-77.06,38.81
22315,-77.15,38.76
22401,-77.49,38.30
22405,-77.40,38.32
22406,-77.55,38.40
22407,-77.58,38.28
22408,-77.45,38.22
22427,-77.27,38.09
22432,-76.35,37.87
22433,-77.86,38.36
22435,-76.57,37.97
22436,-77.07,38.04
22437,-76.80,37.78
22438,-76.99,38.04
22443,-77.00,38.18
22448,-77.03,38.34
22454,-76.84,37.84
22460,-76.61,37.87
22469,-76.65,38.07
22473,-76.42,37.89
22476,-77.07,38.04
22480,-76.42,37.67
22482,-76.35,37.73
22485,-77.16,38.27
22488,-76.59,38.05
22503,-76.51,37.75
22504,-76.71,37.77
22508,-77.79,38.32
22509,-77.07,38.12
22511,-76.50,37.99
22514,-77.25,37.97
22520,-76.80,38.12
22529,-76.69,38.01
22530,-76.28,37.90
22534,-77.67,38.08
22535,-77.17,38.15
22538,-77.25,38.21
22539,-76.29,37.86
22542,-77.88,38.29
22546,-77.45,37.94
22548,-76.70,37.82
22551,-77.70,38.17
22553,-77.64,38.27
22554,-77.38,38.43
22556,-77.51,38.47
22560,-76.96,37.92
22567,-77.92,38.23
22572,-76.78,37.97
22576,-76.44,37.68
22578,-76.36,37.64
22579,-76.32,37.80
22580,-77.45,38.11
22601,-78.17,39.17
22602,-78.27,39.15
22603,-78.20,39.28
22610,-78.28,38.82
22611,-77.98,39.16
22620,-78.03,39.07
22623,-78.14,38.85
22624,-78.09,39.27
22625,-78.31,39.37
22627,-78.12,38.76
22630,-78.18,38.93
22637,-78.36,39.25
22639,-78.02,38.81
22640,-78.13,38.81
22641,-78.39,39.08
22642,-78.04,38.91
22643,-77.99,38.88
22644,-78.49,38.95
22645,-78.28,39.02
22646,-78.04,39.07
22650,-78.36,38.76
22652,-78.43,38.84
22654,-78.52,39.03
22655,-78.21,39.07
22656,-78.09,39.22
22657,-78.37,39.01
22660,-78.43,38.95
22663,-78.11,39.06
22664,-78.53,38.89
22701,-78.00,38.44
22709,-78.22,38.33
22711,-78.27,38.46
22712,-77.76,38.56
22713,-78.13,38.55
22714,-77.90,38.52
22715,-78.18,38.41
22716,-78.11,38.63
22718,-77.82,38.47
22719,-78.29,38.53
22720,-77.65,38.48
22722,-78.23,38.46
22723,-78.39,38.34
22724,-77.90,38.62
22726,-77.82,38.40
22727,-78.30,38.40
22728,-77.69,38.59
22729,-78.01,38.37
22730,-78.16,38.37
22731,-78.26,38.34
22732,-78.19,38.31
22733,-78.04,38.33
22734,-77.80,38.53
22735,-78.17,38.48
22736,-77.70,38.40
22737,-78.00,38.59
22738,-78.28,38.29
22740,-78.26,38.64
22741,-77.87,38.44
22742,-77.72,38.46
22743,-78.37,38.52
22747,-78.17,38.71
22749,-78.18,38.62
22801,-78.88,38.40
22802,-78.86,38.50
22807,-78.87,38.43
22810,-78.80,38.83
22811,-78.98,38.79
22812,-79.03,38.38
22815,-78.81,38.63
22820,-79.02,38.73
22821,-79.09,38.47
22824,-78.63,38.84
22827,-78.60,38.41
22830,-78.97,38.66
22831,-79.09,38.57
22832,-78.76,38.45
22834,-78.86,38.56
22835,-78.45,38.67
22840,-78.74,38.38
22841,-78.90,38.34
22842,-78.71,38.78
22843,-79.16,38.37
22844,-78.66,38.66
22845,-78.82,38.79
22846,-78.79,38.38
22847,-78.72,38.72
22849,-78.62,38.53
22850,-78.92,38.56
22851,-78.51,38.56
22853,-78.76,38.65
22901,-78.56,38.09
22902,-78.47,37.95
22903,-78.60,38.01
22904,-78.52,38.03
22911,-78.41,38.09
22920,-78.81,37.98
22922,-78.92,37.69
22923,-78.32,38.19
22931,-78.71,37.90
22932,-78.69,38.15
22935,-78.56,38.26
22936,-78.50,38.17
22937,-78.62,37.81
22938,-78.79,37.86
22939,-78.97,38.11
22940,-78.59,38.20
22942,-78.20,38.11
22943,-78.77,38.04
22946,-78.57,37.86
22947,-78.33,38.05
22948,-78.12,38.36
22949,-78.87,37.79
22952,-78.97,37.96
22958,-78.90,37.90
22959,-78.65,37.94
22960,-78.07,38.22
22963,-78.29,37.85
22964,-79.00,37.72
22967,-79.01,37.79
22968,-78.40,38.24
22969,-78.69,37.80
22971,-78.80,37.74
22972,-78.23,38.22
22973,-78.47,38.34
22974,-78.28,37.96
22976,-79.06,37.83
22980,-78.89,38.10
22989,-78.12,38.29
23002,-77.97,37.35
23004,-78.41,37.68
23005,-77.48,37.76
23009,-77.19,37.81
23011,-76.81,37.48
23015,-77.63,37.93
23021,-76.37,37.39
23022,-78.26,37.73
23023,-76.96,37.78
23024,-77.78,37.93
23025,-76.36,37.41
23027,-78.13,37.65
23030,-77.06,37.34
23032,-76.68,37.65
23035,-76.39,37.50
23038,-78.15,37.76
23039,-77.81,37.66
23040,-78.25,37.50
23043,-76.35,37.56
23045,-76.26,37.43
23047,-77.47,37.84
23050,-76.44,37.50
23055,-78.22,37.77
23056,-76.37,37.41
23059,-77.56,37.70
23060,-77.53,37.66
23061,-76.54,37.43
23062,-76.50,37.26
23063,-78.00,37.72
23064,-76.30,37.50
23065,-77.93,37.80
23066,-76.28,37.49
23068,-76.33,37.50
23069,-77.32,37.77
23070,-76.39,37.55
23071,-76.45,37.54
23072,-76.45,37.29
23075,-77.32,37.55
23076,-76.31,37.48
23079,-76.68,37.73
23083,-78.12,37.31
23084,-78.11,37.88
23085,-76.84,37.71
23086,-77.05,37.66
23089,-76.90,37.46
23091,-76.81,37.65
23092,-76.51,37.60
23093,-78.04,38.00
23102,-77.83,37.71
23103,-77.73,37.65
23106,-77.20,37.72
23108,-76.73,37.65
23109,-76.33,37.44
23110,-76.77,37.58
23111,-77.25,37.61
23112,-77.66,37.43
23113,-77.68,37.54
23114,-77.66,37.48
23115,-76.91,37.81
23116,-77.33,37.68
23117,-77.87,37.98
23119,-76.28,37.45
23120,-77.78,37.41
23123,-78.30,37.65
23124,-77.05,37.55
23125,-76.28,37.33
23126,-77.14,37.92
23128,-76.42,37.44
23129,-77.78,37.69
23130,-76.27,37.40
23138,-76.31,37.34
23139,-77.93,37.55
23140,-77.04,37.44
23141,-77.16,37.53
23146,-77.71,37.73
23148,-77.06,37.85
23149,-76.61,37.57
23150,-77.25,37.51
23153,-77.94,37.77
23156,-76.71,37.52
23160,-77.85,37.63
23161,-76.93,37.72
23163,-76.31,37.36
23168,-76.83,37.40
23169,-76.46,37.60
23173,-77.54,37.58
23175,-76.62,37.65
23176,-76.41,37.58
23177,-77.01,37.74
23180,-76.61,37.70
23181,-76.89,37.60
23185,-76.71,37.24
23187,-76.72,37.27
23188,-76.76,37.34
23192,-77.68,37.82
23219,-77.44,37.54
23220,-77.46,37.55
23221,-77.49,37.55
23222,-77.42,37.58
23223,-77.38,37.56
23224,-77.47,37.50
23225,-77.51,37.52
23226,-77.52,37.58
23227,-77.44,37.61
23228,-77.49,37.63
23229,-77.57,37.59
23230,-77.49,37.59
23231,-77.32,37.44
23233,-77.63,37.65
23234,-77.47,37.45
23235,-77.56,37.51
23236,-77.59,37.47
23237,-77.45,37.40
23238,-77.65,37.60
23250,-77.32,37.51
23294,-77.54,37.63
23301,-75.63,37.68
23302,-75.52,37.86
23303,-75.51,37.91
23304,-76.57,37.00
23306,-75.88,37.57
23307,-75.87,37.43
23308,-75.66,37.84
23310,-75.96,37.26
23313,-75.95,37.20
23314,-76.52,36.96
23315,-76.84,36.74
23316,-75.98,37.30
23320,-76.22,36.75
23321,-76.42,36.80
23322,-76.23,36.63
23323,-76.39,36.67
23324,-76.28,36.80
23325,-76.24,36.81
23336,-75.34,37.95
23337,-75.48,37.92
23347,-75.98,37.35
23350,-75.87,37.52
23354,-75.90,37.48
23356,-75.39,37.99
23357,-75.68,37.76
23358,-75.87,37.64
23359,-75.59,37.88
23389,-75.83,37.66
23395,-75.47,37.98
23398,-75.94,37.51
23401,-75.78,37.63
23405,-75.92,37.41
23407,-75.55,37.84
23408,-75.85,37.46
23409,-75.65,37.88
23410,-75.74,37.63
23413,-75.86,37.47
23414,-75.58,37.81
23415,-75.54,37.97
23416,-75.56,37.93
23417,-75.77,37.76
23418,-75.68,37.67
23420,-75.81,37.58
23421,-75.61,37.77
23422,-75.83,37.64
23423,-75.70,37.52
23426,-75.67,37.92
23427,-75.73,37.92
23430,-76.65,37.00
23432,-76.55,36.87
23433,-76.47,36.91
23434,-76.59,36.70
23435,-76.48,36.84
23436,-76.51,36.90
23437,-76.80,36.64
23438,-76.70,36.58
23440,-75.99,37.83
23441,-75.70,37.71
23442,-75.57,37.91
23451,-76.01,36.87
23452,-76.09,36.85
23453,-76.08,36.79
23454,-76.02,36.83
23455,-76.15,36.89
23456,-76.04,36.73
23457,-76.02,36.62
23459,-76.02,36.92
23460,-76.03,36.81
23461,-75.96,36.78
23462,-76.15,36.84
23464,-76.18,36.80
23480,-75.69,37.61
23486,-75.81,37.51
23487,-76.72,36.85
23488,-75.61,37.95
23502,-76.21,36.86
23503,-76.27,36.95
23504,-76.27,36.86
23505,-76.29,36.92
23507,-76.30,36.86
23508,-76.31,36.89
23509,-76.26,36.88
23510,-76.29,36.85
23511,-76.31,36.93
23513,-76.24,36.89
23517,-76.29,36.87
23518,-76.22,36.92
23523,-76.27,36.83
23551,-76.29,36.92
23601,-76.48,37.04
23602,-76.52,37.11
23603,-76.57,37.19
23604,-76.59,37.13
23605,-76.44,37.02
23606,-76.52,37.06
23607,-76.42,36.97
23608,-76.54,37.15
23651,-76.30,37.01
23661,-76.39,37.01
23662,-76.35,37.13
23663,-76.31,37.03
23664,-76.29,37.08
23665,-76.36,37.09
23666,-76.41,37.06
23669,-76.34,37.05
23690,-76.52,37.22
23691,-76.55,37.25
23692,-76.46,37.19
23693,-76.45,37.13
23696,-76.42,37.19
23701,-76.37,36.81
23702,-76.33,36.80
23703,-76.37,36.89
23704,-76.31,36.82
23707,-76.34,36.84
23708,-76.31,36.85
23709,-76.31,36.81
23801,-77.34,37.24
23803,-77.48,37.21
23805,-77.40,37.13
23806,-77.42,37.24
23821,-77.92,36.88
23824,-77.97,37.09
23827,-77.20,36.61
23828,-77.29,36.58
23829,-77.22,36.73
23830,-77.40,37.02
23831,-77.45,37.35
23832,-77.59,37.39
23833,-77.67,37.21
23834,-77.40,37.29
23836,-77.34,37.34
23837,-77.09,36.75
23838,-77.63,37.32
23839,-76.92,37.08
23840,-77.67,37.06
23841,-77.55,37.05
23842,-77.22,37.13
23843,-77.82,36.85
23844,-77.34,36.67
23845,-77.99,36.57
23846,-76.84,37.06
23847,-77.55,36.67
23850,-77.74,37.17
23851,-76.95,36.66
23856,-77.70,36.78
23857,-77.88,36.59
23860,-77.22,37.28
23866,-76.87,36.92
23867,-77.48,36.82
23868,-77.80,36.71
23872,-77.72,36.99
23874,-77.09,36.60
23875,-77.26,37.23
23876,-77.84,36.96
23878,-77.02,36.83
23879,-77.60,36.59
23881,-76.98,37.19
23882,-77.42,36.93
23883,-76.74,37.13
23884,-77.28,36.92
23885,-77.58,37.19
23887,-77.81,36.57
23888,-76.98,36.96
23889,-77.74,36.90
23890,-77.12,37.00
23891,-77.21,37.05
23893,-77.93,36.64
23894,-77.82,37.13
23897,-77.28,36.83
23898,-76.86,36.83
23899,-76.96,37.23
23901,-78.42,37.32
23909,-78.40,37.30
23915,-78.29,36.70
23917,-78.34,36.62
23919,-78.13,36.60
23920,-77.98,36.72
23921,-78.62,37.59
23922,-78.21,37.19
23923,-78.64,37.09
23924,-78.43,36.81
23927,-78.51,36.61
23930,-78.10,37.17
23934,-78.62,37.17
23936,-78.48,37.53
23937,-78.53,36.94
23938,-78.00,36.91
23942,-78.30,37.14
23943,-78.46,37.24
23944,-78.13,36.91
23947,-78.45,37.03
23950,-78.08,36.66
23952,-78.29,36.93
23954,-78.38,37.11
23958,-78.66,37.27
23959,-78.79,37.11
23960,-78.56,37.31
23962,-78.70,36.93
23963,-78.80,37.19
23964,-78.63,36.77
23966,-78.27,37.29
23967,-78.63,36.92
23968,-78.52,36.73
23970,-78.19,36.75
23974,-78.26,36.97
23976,-78.58,36.85
24011,-79.94,37.27
24012,-79.90,37.32
24013,-79.92,37.27
24014,-79.91,37.22
24015,-79.98,37.26
24016,-79.95,37.27
24017,-79.99,37.29
24018,-80.04,37.21
24019,-79.95,37.35
24020,-79.94,37.36
24053,-80.53,36.61
24054,-79.71,36.67
24055,-80.00,36.76
24058,-80.62,37.18
24059,-80.14,37.15
24060,-80.42,37.26
24064,-79.78,37.37
24065,-79.97,37.12
24066,-79.68,37.54
24067,-80.07,37.03
24069,-79.63,36.58
24070,-80.21,37.37
24072,-80.23,37.04
24073,-80.42,37.13
24076,-80.42,36.60
24077,-79.90,37.37
24078,-79.91,36.73
24079,-80.16,37.05
24082,-80.12,36.62
24083,-79.92,37.41
24084,-80.79,37.12
24085,-79.82,37.68
24086,-80.63,37.27
24087,-80.25,37.23
24088,-80.08,36.90
24089,-79.97,36.71
24090,-79.89,37.52
24091,-80.33,36.92
24092,-79.77,37.00
24093,-80.86,37.39
24095,-79.74,37.22
24101,-79.80,37.18
24102,-80.00,36.84
24104,-79.49,37.14
24105,-80.60,36.90
24112,-79.84,36.73
24120,-80.41,36.72
24121,-79.64,37.17
24122,-79.69,37.43
24124,-80.86,37.31
24127,-80.19,37.49
24128,-80.47,37.34
24130,-80.00,37.61
24131,-80.23,37.57
24132,-80.65,37.21
24133,-80.13,36.67
24134,-80.78,37.25
24136,-80.60,37.33
24137,-79.65,36.93
24138,-80.32,37.05
24139,-79.48,37.01
24141,-80.57,37.09
24142,-80.55,37.14
24147,-80.83,37.40
24148,-79.87,36.58
24149,-80.44,37.02
24150,-80.61,37.41
24151,-79.86,36.96
24153,-80.11,37.30
24161,-79.54,36.98
24162,-80.26,37.14
24165,-80.05,36.58
24167,-80.73,37.25
24168,-79.95,36.73
24171,-80.24,36.67
24174,-79.67,37.35
24175,-79.94,37.43
24176,-79.69,37.01
24179,-79.80,37.29
24184,-79.78,37.09
24185,-80.27,36.81
24201,-82.17,36.61
24202,-82.21,36.66
24210,-82.02,36.77
24211,-81.96,36.65
24216,-82.80,36.94
24217,-82.17,37.08
24219,-82.76,36.85
24220,-82.24,37.14
24221,-83.00,36.63
24224,-82.28,36.86
24225,-82.14,36.98
24226,-82.33,37.14
24228,-82.45,37.17
24230,-82.46,36.96
24236,-81.74,36.64
24237,-82.26,37.04
24239,-82.15,37.11
24243,-82.93,36.78
24244,-82.79,36.72
24245,-82.50,36.84
24246,-82.75,36.87
24248,-83.51,36.63
24250,-82.60,36.76
24251,-82.61,36.66
24256,-82.28,37.22
24258,-82.42,36.65
24260,-82.02,37.04
24263,-83.15,36.67
24265,-82.94,36.84
24266,-82.12,36.86
24269,-82.38,37.08
24270,-82.25,36.73
24271,-82.42,36.75
24272,-82.33,37.02
24273,-82.66,36.96
24277,-83.03,36.75
24279,-82.62,37.10
24280,-81.94,36.96
24281,-83.33,36.65
24282,-83.05,36.82
24283,-82.35,36.94
24290,-82.57,36.61
24292,-81.58,36.61
24293,-82.56,37.00
24301,-80.80,37.06
24311,-81.41,36.88
24312,-80.87,36.84
24313,-80.81,36.91
24314,-81.21,37.17
24315,-81.06,37.14
24316,-81.67,36.95
24317,-80.67,36.60
24318,-81.39,37.00
24319,-81.65,36.75
24322,-81.11,36.81
24323,-81.20,36.87
24324,-80.78,36.98
24325,-80.60,36.81
24326,-81.20,36.73
24328,-80.69,36.66
24330,-81.02,36.73
24333,-80.93,36.64
24340,-81.77,36.76
24343,-80.70,36.77
24347,-80.66,36.96
24348,-81.17,36.64
24350,-81.02,36.81
24351,-80.77,36.58
24352,-80.53,36.71
24354,-81.54,36.83
24360,-80.90,36.93
24361,-81.85,36.77
24363,-81.40,36.61
24366,-81.12,37.26
24368,-81.30,36.89
24370,-81.69,36.91
24374,-81.20,36.79
24375,-81.39,36.77
24377,-81.57,37.00
24378,-81.44,36.69
24380,-80.50,36.86
24381,-80.84,36.73
24382,-81.10,36.96
24401,-79.09,38.13
24411,-79.31,38.11
24412,-79.83,38.06
24413,-79.59,38.53
24415,-79.32,37.92
24416,-79.36,37.72
24421,-79.20,38.26
24422,-79.76,37.83
24426,-80.08,37.77
24430,-79.35,38.09
24431,-78.84,38.17
24432,-79.43,38.16
24433,-79.46,38.42
24435,-79.30,37.87
24437,-78.94,38.22
24439,-79.49,37.99
24440,-79.17,37.99
24441,-78.82,38.23
24442,-79.41,38.34
24445,-79.89,37.96
24448,-79.79,37.80
24450,-79.52,37.79
24457,-79.92,37.77
24458,-79.52,38.31
24459,-79.29,38.03
24460,-79.65,38.02
24464,-79.10,37.87
24465,-79.65,38.38
24467,-78.97,38.26
24471,-78.80,38.31
24472,-79.21,37.94
24473,-79.41,37.92
24474,-79.85,37.81
24476,-79.22,37.97
24477,-79.04,38.00
24479,-79.24,38.15
24482,-79.00,38.21
24483,-79.23,37.81
24484,-79.82,38.14
24485,-79.34,38.27
24486,-78.93,38.29
24487,-79.59,38.19
24501,-79.16,37.35
24502,-79.22,37.36
24503,-79.25,37.45
24504,-79.05,37.36
24517,-79.23,37.15
24520,-79.04,36.58
24521,-79.10,37.63
24522,-78.79,37.37
24523,-79.52,37.34
24526,-79.40,37.54
24527,-79.34,36.74
24528,-78.88,37.08
24529,-78.64,36.62
24530,-79.61,36.80
24531,-79.45,36.84
24534,-78.77,36.87
24536,-79.33,37.49
24538,-78.96,37.33
24539,-78.92,36.85
24540,-79.42,36.64
24541,-79.51,36.59
24549,-79.51,36.71
24550,-79.26,37.23
24551,-79.32,37.36
24553,-78.82,37.55
24554,-79.06,37.13
24555,-79.47,37.67
24556,-79.40,37.38
24557,-79.30,36.97
24558,-78.95,36.77
24562,-78.62,37.69
24563,-79.28,37.06
24565,-79.19,36.85
24566,-79.25,36.73
24569,-79.12,37.04
24570,-79.43,37.35
24571,-79.38,37.14
24572,-79.10,37.46
24574,-79.26,37.58
24577,-78.97,36.94
24578,-79.56,37.66
24579,-79.50,37.59
24580,-78.68,36.58
24581,-78.80,37.66
24586,-79.28,36.61
24588,-79.10,37.26
24589,-78.76,36.76
24590,-78.48,37.79
24592,-78.96,36.68
24593,-78.91,37.33
24594,-79.19,36.64
24595,-79.08,37.56
24597,-79.11,36.79
24598,-78.78,36.61
24599,-78.73,37.63
24601,-81.65,37.19
24602,-81.66,37.18
24603,-82.20,37.35
24604,-81.54,37.21
24605,-81.37,37.24
24606,-81.39,37.29
24607,-82.27,37.29
24609,-81.81,37.01
24612,-81.84,37.09
24613,-81.34,37.26
24614,-82.06,37.31
24620,-82.02,37.43
24622,-81.80,37.21
24628,-82.22,37.29
24630,-81.47,37.18
24631,-81.99,37.21
24634,-81.90,37.27
24635,-81.35,37.31
24637,-81.70,37.06
24639,-81.90,37.17
24641,-81.80,37.12
24646,-82.03,37.14
24649,-81.91,37.07
24651,-81.50,37.08
24656,-82.12,37.17
24657,-81.86,37.23
24701,-81.21,37.30
24712,-81.01,37.46
24714,-81.19,37.48
24715,-81.33,37.34
24716,-81.38,37.49
24719,-81.33,37.49
24724,-81.30,37.33
24726,-81.36,37.52
24729,-81.26,37.45
24731,-81.15,37.40
24733,-81.21,37.45
24736,-81.28,37.44
24737,-81.25,37.35
24738,-81.31,37.30
24740,-81.02,37.38
24747,-81.23,37.40
24801,-81.58,37.44
24808,-81.42,37.34
24811,-81.78,37.40
24813,-81.72,37.36
24815,-81.68,37.24
24816,-81.70,37.46
24817,-81.81,37.35
24818,-81.63,37.60
24822,-81.68,37.63
24823,-81.74,37.66
24826,-81.63,37.29
24827,-81.67,37.74
24828,-81.64,37.49
24830,-81.51,37.32
24831,-81.41,37.39
24834,-81.63,37.55
24836,-81.55,37.33
24839,-81.75,37.55
24843,-81.71,37.48
24844,-81.80,37.46
24845,-81.80,37.52
24846,-81.91,37.53
24847,-81.42,37.58
24848,-81.45,37.29
24849,-81.56,37.67
24850,-81.83,37.31
24851,-81.84,37.60
24853,-81.51,37.43
24854,-81.57,37.75
24857,-81.66,37.67
24860,-81.61,37.66
24861,-81.37,37.36
24862,-81.95,37.48
24866,-81.58,37.25
24867,-81.45,37.60
24868,-81.41,37.42
24869,-81.83,37.56
24870,-81.54,37.74
24871,-81.47,37.36
24872,-81.90,37.45
24873,-81.88,37.37
24874,-81.53,37.56
24878,-81.63,37.43
24879,-81.76,37.32
24880,-81.54,37.64
24881,-81.69,37.44
24882,-81.77,37.63
24884,-81.56,37.26
24887,-81.40,37.37
24888,-81.49,37.38
24892,-81.69,37.33
24894,-81.70,37.28
24898,-81.61,37.59
24901,-80.47,37.84
24910,-80.66,37.74
24915,-79.78,38.47
24916,-80.57,37.83
24918,-80.75,37.52
24920,-79.70,38.58
24924,-80.18,38.23
24925,-80.38,37.72
24927,-79.95,38.37
24931,-80.59,37.92
24934,-79.89,38.33
24935,-80.81,37.56
24938,-80.38,37.92
24941,-80.35,37.59
24944,-79.78,38.39
24945,-80.68,37.54
24946,-80.27,38.19
24951,-80.64,37.48
24954,-80.04,38.22
24957,-80.42,37.88
24962,-80.72,37.66
24963,-80.77,37.44
24966,-80.37,38.07
24970,-80.48,37.73
24974,-80.44,37.66
24976,-80.51,37.66
24977,-80.67,37.91
24981,-80.74,37.63
24983,-80.53,37.58
24984,-80.40,37.49
24986,-80.19,37.91
24991,-80.50,38.00
25002,-81.24,38.14
25003,-81.79,38.25
25005,-81.27,38.58
25007,-81.43,37.83
25008,-81.34,37.95
25009,-81.71,38.19
25011,-81.84,38.51
25015,-81.50,38.24
25019,-81.09,38.37
25021,-81.68,37.92
25022,-81.81,37.86
25024,-81.62,38.16
25025,-81.40,38.31
25028,-81.72,37.95
25030,-81.23,38.45
25031,-81.27,38.15
25033,-81.92,38.61
25035,-81.52,38.16
25036,-81.25,38.22
25039,-81.38,38.24
25040,-81.24,38.13
25043,-81.01,38.44
25044,-81.35,37.90
25045,-81.32,38.45
25047,-81.76,37.92
25048,-81.44,37.94
25049,-81.57,38.12
25051,-81.71,38.16
25053,-81.87,38.04
25054,-81.49,38.11
25057,-81.25,38.12
25059,-81.21,38.23
25060,-81.43,37.94
25061,-81.44,38.17
25062,-81.44,37.87
25063,-80.93,38.58
25064,-81.75,38.38
25067,-81.43,38.20
25070,-81.93,38.55
25071,-81.47,38.47
25075,-81.42,38.05
25076,-81.94,37.87
25081,-81.77,38.09
25082,-82.03,38.61
25083,-81.36,38.07
25085,-81.20,38.17
25086,-81.41,38.21
25088,-81.21,38.38
25090,-81.22,38.15
25093,-81.66,37.98
25102,-81.37,38.19
25103,-81.38,38.18
25106,-82.09,38.78
25107,-81.63,38.23
25108,-81.87,37.97
25109,-81.86,38.53
25110,-81.31,38.23
25111,-81.13,38.35
25112,-81.77,38.38
25113,-81.05,38.56
25114,-81.80,37.98
25115,-81.19,38.13
25118,-81.30,38.11
25119,-81.27,38.04
25121,-81.90,37.92
25123,-81.90,38.73
25124,-81.77,38.62
25125,-81.19,38.31
25126,-81.37,38.20
25130,-81.76,38.04
25132,-81.34,38.30
25133,-81.13,38.48
25134,-81.48,38.16
25136,-81.33,38.16
25139,-81.29,38.14
25140,-81.50,37.87
25141,-81.03,38.63
25142,-81.73,38.15
25143,-81.82,38.42
25148,-81.57,38.05
25149,-81.77,37.96
25152,-81.25,38.06
25154,-81.70,38.12
25156,-81.35,38.19
25159,-81.78,38.50
25160,-81.29,38.29
25161,-81.32,38.06
25162,-81.39,38.21
25164,-81.20,38.52
25165,-81.65,38.15
25168,-81.88,38.56
25169,-81.79,38.15
25173,-81.22,38.08
