ZCTA5CE10,longt,lat
78731,-97.77,30.35
78732,-97.89,30.38
78733,-97.88,30.32
78734,-97.95,30.38
78735,-97.87,30.27
78736,-97.96,30.26
78737,-97.96,30.19
78738,-97.96,30.32
78739,-97.89,30.18
78741,-97.71,30.23
78742,-97.66,30.24
78744,-97.73,30.18
78745,-97.80,30.21
78746,-97.81,30.30
78747,-97.74,30.13
78748,-97.82,30.17
78749,-97.86,30.21
78750,-97.80,30.42
78751,-97.72,30.31
78752,-97.70,30.33
78753,-97.67,30.38
78754,-97.64,30.36
78756,-97.74,30.32
78757,-97.73,30.35
78758,-97.71,30.39
78759,-97.76,30.40
78801,-99.87,29.36
78802,-99.88,29.16
78827,-99.74,28.42
78828,-100.02,29.86
78829,-99.56,28.89
78830,-99.51,28.53
78832,-100.42,29.39
78833,-100.06,29.69
78834,-99.92,28.46
78836,-99.70,28.30
78837,-101.21,29.83
78838,-99.74,29.53
78839,-99.82,28.71
78840,-100.88,29.74
78843,-100.78,29.36
78850,-99.33,29.28
78851,-101.93,30.00
78852,-100.31,28.75
78860,-100.30,28.48
78861,-99.15,29.43
78870,-99.63,29.30
78871,-101.65,30.00
78872,-99.88,28.93
78873,-99.74,29.77
78877,-100.59,28.95
78879,-99.68,29.65
78880,-100.29,29.98
78881,-99.53,29.39
78883,-99.32,29.68
78884,-99.50,29.61
78885,-99.55,29.82
78886,-99.16,29.13
78931,-96.44,30.03
78932,-96.71,30.17
78933,-96.36,29.80
78934,-96.56,29.69
78935,-96.43,29.69
78938,-96.69,29.80
78940,-96.66,29.93
78941,-97.15,29.74
78942,-96.92,30.17
78943,-96.61,29.71
78944,-96.50,30.00
78945,-96.89,29.92
78946,-96.77,30.19
78947,-97.04,30.42
78948,-96.96,30.30
78949,-97.09,29.84
78950,-96.48,29.90
78951,-96.82,29.59
78953,-97.35,29.85
78954,-96.70,30.05
78956,-96.93,29.69
78957,-97.18,30.01
78959,-97.30,29.70
78962,-96.74,29.65
78963,-97.03,29.93
79001,-102.79,35.33
79003,-100.09,35.58
79005,-100.50,36.39
79007,-101.40,35.70
79009,-102.89,34.53
79010,-102.12,35.44
79011,-100.23,35.63
79012,-102.11,35.27
79013,-102.00,36.04
79014,-100.30,35.91
79015,-101.92,34.94
79016,-101.92,34.98
79018,-102.39,35.70
79019,-101.40,35.01
79021,-102.03,33.98
79022,-102.61,36.11
79024,-100.35,36.44
79025,-102.21,34.94
79027,-102.33,34.49
79029,-102.02,35.90
79031,-102.45,34.27
79032,-101.94,34.28
79033,-100.98,36.33
79034,-100.17,36.37
79035,-102.79,34.68
79036,-101.55,35.61
79039,-101.10,35.26
79040,-101.56,36.30
79041,-101.93,34.05
79042,-101.90,34.75
79043,-102.13,34.37
79044,-102.37,35.87
79045,-102.56,34.91
79046,-100.12,36.16
79051,-102.26,36.48
79052,-101.74,34.36
79053,-102.59,34.41
79054,-100.79,35.43
79056,-100.22,36.22
79057,-100.64,35.24
79058,-101.91,35.62
79059,-100.77,35.83
79061,-100.44,35.52
79062,-101.53,36.03
79063,-102.10,34.53
79064,-102.12,34.20
79065,-100.90,35.54
79068,-101.44,35.34
79070,-100.80,36.28
79072,-101.74,34.17
79078,-101.56,35.70
79079,-100.24,35.21
79080,-101.21,35.73
79081,-101.22,36.23
79082,-102.29,34.22
79083,-101.53,35.88
79084,-102.00,36.28
79085,-102.51,34.74
79086,-101.77,36.04
79087,-102.94,36.31
79088,-101.70,34.58
79091,-102.11,34.91
79092,-102.47,35.28
79093,-101.03,36.29
79094,-101.53,34.85
79095,-100.21,34.90
79096,-100.20,35.44
79097,-101.18,35.44
79098,-102.23,35.16
79101,-101.84,35.21
79102,-101.85,35.20
79103,-101.79,35.18
79104,-101.79,35.20
79105,-101.81,35.69
79106,-101.90,35.20
79107,-101.80,35.23
79108,-101.81,35.35
79109,-101.89,35.17
79110,-101.87,35.15
79111,-101.69,35.22
79118,-101.74,35.10
79119,-102.02,35.11
79121,-101.93,35.17
79124,-101.97,35.26
79201,-100.28,34.44
79220,-100.79,33.76
79225,-99.51,34.26
79226,-101.00,34.90
79227,-99.77,33.90
79229,-100.68,33.67
79230,-100.05,34.73
79231,-101.07,33.91
79233,-100.53,34.52
79234,-100.93,34.23
79235,-101.25,33.96
79236,-100.23,33.64
79237,-100.64,34.91
79239,-100.76,34.65
79240,-100.77,34.88
79241,-101.39,34.18
79243,-100.99,33.76
79244,-100.85,34.03
79245,-100.51,34.85
79247,-99.41,34.33
79248,-100.29,34.00
79250,-101.59,33.88
79251,-100.44,34.93
79252,-99.82,34.31
79255,-101.06,34.35
79256,-100.75,33.89
79257,-101.29,34.46
79258,-101.29,34.23
79259,-100.46,34.40
79261,-100.81,34.45
79311,-101.88,33.86
79312,-102.36,34.05
79313,-102.16,33.80
79314,-103.01,33.58
79316,-102.32,33.14
79322,-101.19,33.66
79323,-102.87,32.95
79324,-102.68,33.90
79325,-102.94,34.42
79326,-102.22,34.08
79329,-101.68,33.72
79330,-101.21,33.04
79331,-102.01,32.69
79336,-102.40,33.61
79339,-102.34,33.89
79342,-102.34,32.91
79343,-101.53,33.66
79344,-102.93,33.84
79345,-102.33,33.33
79346,-102.82,33.65
79347,-102.78,34.18
79350,-101.83,33.73
79351,-101.77,32.92
79353,-102.58,33.78
79355,-102.88,33.18
79356,-101.33,33.26
79357,-101.40,33.62
79358,-102.19,33.44
79359,-102.59,32.97
79360,-102.74,32.69
79363,-102.04,33.71
79364,-101.64,33.45
79366,-101.68,33.53
79367,-102.19,33.62
79369,-102.15,33.96
79370,-100.90,33.50
79371,-102.75,33.97
79372,-102.49,33.43
79373,-101.84,33.17
79376,-102.67,33.23
79377,-102.13,32.93
79378,-102.49,33.05
79379,-102.65,33.51
79380,-102.36,33.75
79381,-101.77,33.32
79382,-102.02,33.46
79401,-101.85,33.59
79403,-101.77,33.64
79404,-101.80,33.53
79406,-101.88,33.58
79407,-102.08,33.56
79410,-101.89,33.57
79411,-101.86,33.57
79412,-101.86,33.55
79413,-101.89,33.55
79414,-101.92,33.55
79415,-101.90,33.70
79416,-101.98,33.60
79423,-101.85,33.44
79424,-101.94,33.47
79501,-99.91,32.74
79502,-100.25,33.18
79503,-99.70,32.87
79504,-99.35,32.32
79505,-99.82,33.58
79506,-100.32,32.12
79508,-99.83,32.27
79510,-99.53,32.28
79511,-101.26,32.41
79512,-100.92,32.32
79517,-101.24,32.88
79518,-100.72,33.33
79519,-99.70,32.05
79520,-100.13,32.86
79521,-99.65,33.12
79525,-99.83,32.63
79526,-100.72,32.64
79527,-101.15,32.64
79528,-100.79,33.26
79529,-99.85,33.44
79530,-99.76,32.12
79532,-100.71,32.41
79533,-99.55,32.86
79534,-100.22,32.76
79535,-100.48,32.23
79536,-100.03,32.47
79537,-100.21,32.29
79538,-99.68,31.98
79539,-99.88,33.37
79540,-100.04,33.17
79541,-99.82,32.15
79543,-100.40,32.72
79544,-99.85,33.30
79545,-100.58,32.41
79546,-100.50,32.89
79547,-99.91,33.20
79548,-99.92,33.06
79549,-100.85,32.91
79553,-99.84,32.94
79556,-100.36,32.45
79560,-100.21,32.68
79561,-100.20,32.52
79562,-99.87,32.24
79563,-99.91,32.42
79565,-101.09,32.39
79566,-100.12,32.11
79567,-99.95,31.98
79601,-99.66,32.58
79602,-99.67,32.34
79603,-99.88,32.40
79605,-99.78,32.43
79606,-99.83,32.36
79607,-99.83,32.43
79699,-99.72,32.46
79701,-102.08,31.99
79703,-102.13,31.98
79705,-102.06,32.05
79706,-102.00,31.85
79707,-102.21,32.03
79713,-101.76,32.50
79714,-102.70,32.33
79718,-103.76,31.01
79719,-103.41,31.46
79720,-101.47,32.25
79730,-103.09,31.17
79731,-102.48,31.42
79733,-101.37,32.10
79734,-103.96,30.68
79735,-102.78,30.74
79738,-101.48,32.76
79739,-101.52,31.76
79741,-102.63,31.97
79742,-102.87,31.34
79743,-102.59,31.18
79744,-101.97,30.92
79745,-103.05,31.83
79748,-101.65,32.41
79749,-101.87,32.29
79752,-102.15,31.22
79754,-103.60,31.80
79755,-101.94,31.50
79756,-102.86,31.55
79758,-102.33,32.01
79759,-102.70,31.80
79761,-102.35,31.86
79762,-102.35,31.93
79763,-102.47,31.80
79764,-102.47,31.89
79765,-102.29,31.92
79766,-102.41,31.70
79770,-103.93,31.86
79772,-103.62,31.43
79777,-103.13,31.50
79778,-101.92,31.18
79780,-103.59,31.06
79781,-101.78,30.60
79782,-101.84,32.16
79783,-102.04,32.32
79785,-103.91,31.33
79788,-102.98,31.57
79789,-103.19,31.76
79821,-106.60,31.98
79830,-103.22,29.80
79831,-103.33,30.43
79834,-103.27,29.29
79835,-106.59,31.94
79836,-106.20,31.57
79837,-105.27,32.19
79838,-106.17,31.49
79839,-105.61,31.21
79842,-103.12,30.09
79843,-104.22,30.13
79845,-104.52,29.89
79846,-103.99,29.45
79847,-104.97,31.81
79848,-102.31,30.25
79849,-106.25,31.56
79851,-105.32,31.29
79852,-103.62,29.40
79853,-106.06,31.43
79854,-104.66,30.58
79855,-104.64,31.09
79901,-106.48,31.76
79902,-106.50,31.78
79903,-106.44,31.79
79904,-106.45,31.85
79905,-106.42,31.77
79906,-106.42,31.81
79907,-106.33,31.71
79908,-106.38,31.86
79911,-106.54,31.89
79912,-106.53,31.85
79915,-106.37,31.75
79916,-106.42,31.81
79920,-106.45,31.82
79922,-106.56,31.82
79924,-106.41,31.90
79925,-106.36,31.80
79927,-106.27,31.64
79928,-106.16,31.63
79930,-106.47,31.82
79932,-106.61,31.88
79934,-106.43,31.95
79935,-106.33,31.77
79936,-106.30,31.78
79938,-105.97,31.83
79942,-101.34,30.58
80002,-105.11,39.80
80003,-105.06,39.83
80004,-105.12,39.81
80005,-105.13,39.85
80007,-105.20,39.87
80010,-104.86,39.74
80011,-104.78,39.74
80012,-104.84,39.70
80013,-104.77,39.66
80014,-104.84,39.66
80015,-104.78,39.63
80016,-104.71,39.60
80017,-104.79,39.70
80018,-104.70,39.69
80019,-104.70,39.79
80020,-105.07,39.93
80021,-105.11,39.89
80022,-104.80,39.88
80023,-105.01,39.97
80024,-104.92,39.84
80025,-105.29,39.95
80026,-105.10,40.01
80027,-105.16,39.95
80030,-105.04,39.83
80031,-105.04,39.88
80033,-105.10,39.77
80045,-104.84,39.75
80101,-104.03,39.39
80102,-104.44,39.74
80103,-104.14,39.78
80104,-104.82,39.30
80105,-103.96,39.66
80106,-104.53,39.17
80107,-104.57,39.41
80108,-104.85,39.45
80109,-104.90,39.36
80110,-105.01,39.65
80111,-104.88,39.61
80112,-104.86,39.57
80113,-104.96,39.64
80116,-104.72,39.31
80117,-104.36,39.36
80118,-104.89,39.19
80120,-105.01,39.59
80121,-104.95,39.61
80122,-104.96,39.58
80123,-105.07,39.62
80124,-104.89,39.53
80125,-105.05,39.49
80126,-104.96,39.54
80127,-105.15,39.54
80128,-105.08,39.56
80129,-105.01,39.54
80130,-104.92,39.53
80131,-105.01,39.48
80132,-104.85,39.10
80133,-104.97,39.10
80134,-104.78,39.48
80135,-105.12,39.28
80136,-104.30,39.79
80137,-104.59,39.76
80138,-104.67,39.52
80202,-105.00,39.75
80203,-104.98,39.73
80204,-105.02,39.73
80205,-104.96,39.76
80206,-104.95,39.73
80207,-104.92,39.76
80209,-104.97,39.71
80210,-104.96,39.68
80211,-105.02,39.77
80212,-105.05,39.77
80214,-105.07,39.74
80215,-105.12,39.74
80216,-104.96,39.79
80218,-104.97,39.73
80219,-105.03,39.70
80220,-104.92,39.73
80221,-105.01,39.82
80222,-104.93,39.67
80223,-105.00,39.70
80224,-104.91,39.69
80226,-105.09,39.71
80227,-105.09,39.67
80228,-105.16,39.69
80229,-104.96,39.86
80230,-104.89,39.72
80231,-104.89,39.67
80232,-105.09,39.69
80233,-104.95,39.90
80234,-105.01,39.91
80235,-105.09,39.65
80236,-105.04,39.65
80237,-104.90,39.64
80238,-104.88,39.77
80239,-104.84,39.79
80241,-104.96,39.93
80246,-104.93,39.70
80247,-104.88,39.70
80249,-104.70,39.85
80260,-105.01,39.87
80264,-104.99,39.74
80290,-104.99,39.74
80293,-104.99,39.75
80294,-104.99,39.75
80301,-105.20,40.05
80302,-105.37,40.04
80303,-105.21,39.97
80304,-105.29,40.05
80305,-105.25,39.97
80310,-105.26,40.00
80401,-105.24,39.72
80403,-105.32,39.83
80419,-105.20,39.73
80420,-106.10,39.32
80421,-105.53,39.48
80422,-105.53,39.87
80423,-106.60,39.89
80424,-106.02,39.47
80425,-105.22,39.34
80426,-106.99,39.91
80427,-105.49,39.78
80428,-106.96,40.86
80432,-105.82,39.23
80433,-105.27,39.49
80434,-106.29,40.86
80435,-105.92,39.60
80436,-105.65,39.79
80438,-105.78,39.76
80439,-105.43,39.64
80440,-105.98,39.23
80442,-105.88,39.93
80443,-106.16,39.51
80444,-105.74,39.63
80446,-105.95,40.17
80447,-105.80,40.27
80448,-105.63,39.41
80449,-105.86,38.98
80451,-106.07,40.10
80452,-105.61,39.71
80453,-105.24,39.66
80454,-105.25,39.63
80455,-105.39,40.11
80456,-105.64,39.28
80457,-105.29,39.65
80459,-106.43,40.18
80461,-106.31,39.23
80463,-106.73,39.97
80465,-105.21,39.61
80466,-105.54,39.98
80467,-106.87,40.25
80468,-106.12,39.95
80469,-106.96,40.20
80470,-105.34,39.37
80471,-105.42,39.94
80473,-106.13,40.43
80475,-105.56,39.45
80476,-105.81,39.69
80477,-106.83,40.49
80478,-105.85,40.03
80479,-106.83,40.03
80480,-106.35,40.67
80481,-105.55,40.09
80482,-105.78,39.89
80483,-106.92,40.12
80487,-106.87,40.55
80488,-106.82,40.45
80497,-106.00,39.67
80498,-106.23,39.77
80501,-105.10,40.16
80503,-105.20,40.17
80504,-105.03,40.16
80510,-105.58,40.21
80511,-105.57,40.34
80512,-105.57,40.63
80513,-105.10,40.30
80514,-104.96,40.07
80515,-105.38,40.44
80516,-105.02,40.05
80517,-105.61,40.40
80520,-104.93,40.11
80521,-105.13,40.59
80524,-105.03,40.65
80525,-105.04,40.53
80526,-105.14,40.52
80528,-105.00,40.50
80530,-104.93,40.10
80532,-105.47,40.49
80534,-104.94,40.33
80535,-105.18,40.73
80536,-105.38,40.87
80537,-105.18,40.38
80538,-105.17,40.48
80540,-105.38,40.24
80542,-105.00,40.23
80543,-104.85,40.35
80544,-105.17,40.10
80545,-105.69,40.87
80546,-104.85,40.53
80547,-104.96,40.52
80549,-105.05,40.85
80550,-104.90,40.48
80601,-104.81,39.96
80602,-104.91,39.96
80603,-104.74,39.98
80610,-104.60,40.67
80611,-104.28,40.62
80612,-104.87,40.88
80615,-104.64,40.55
80620,-104.72,40.37
80621,-104.80,40.11
80622,-104.46,40.54
80623,-104.78,40.29
80624,-104.50,40.49
80631,-104.68,40.44
80634,-104.79,40.40
80640,-104.88,39.89
80642,-104.62,40.05
80643,-104.48,40.11
80644,-104.44,40.38
80645,-104.58,40.28
80648,-104.74,40.76
80649,-104.18,40.38
80650,-104.78,40.65
80651,-104.82,40.24
80652,-104.28,40.11
80653,-103.98,40.39
80654,-104.07,40.14
80701,-103.83,40.17
80705,-103.83,40.27
80720,-103.21,40.08
80721,-102.15,40.69
80722,-103.27,40.51
80723,-103.57,40.15
80726,-102.79,40.91
80727,-102.50,40.06
80728,-102.87,40.64
80729,-104.27,40.88
80731,-102.60,40.60
80733,-103.45,40.37
80734,-102.29,40.52
80735,-102.27,39.72
80736,-103.04,40.81
80737,-102.19,40.88
80740,-103.38,39.74
80741,-103.47,40.57
80742,-103.83,40.75
80743,-102.95,40.20
80744,-102.39,40.88
80745,-103.40,40.90
80746,-102.47,40.61
80747,-103.09,40.94
80749,-102.56,40.87
80750,-103.60,40.41
80751,-103.23,40.64
80754,-103.66,40.72
80755,-102.35,39.91
80757,-103.58,39.79
80758,-102.20,40.11
80759,-102.68,40.14
80801,-103.11,39.73
80802,-102.17,38.84
80804,-103.26,39.35
80805,-102.44,39.31
80807,-102.23,39.32
80808,-104.30,38.99
80809,-105.00,38.87
80810,-102.46,38.82
80812,-102.89,39.68
80813,-105.10,38.77
80814,-105.18,38.96
80815,-103.08,39.39
80816,-105.31,38.85
80817,-104.68,38.63
80818,-103.47,39.40
80819,-105.01,38.96
80820,-105.58,38.79
80821,-103.41,38.96
80822,-102.67,39.71
80823,-103.42,38.66
80824,-102.52,39.65
80825,-102.85,38.80
80827,-105.47,39.06
80828,-103.73,39.35
80829,-104.94,38.83
80830,-103.89,39.12
80831,-104.51,39.00
80832,-104.01,39.01
80833,-103.93,38.74
80834,-102.88,39.28
80835,-104.08,39.21
80836,-102.58,39.30
80840,-104.86,38.99
80860,-105.09,38.69
80861,-102.74,39.34
80862,-103.06,38.89
80863,-105.11,39.03
80864,-104.19,38.70
80902,-104.81,38.68
80903,-104.82,38.83
80904,-104.87,38.86
80905,-104.84,38.82
80906,-104.87,38.77
80907,-104.83,38.88
80908,-104.69,39.05
80909,-104.78,38.85
80910,-104.77,38.81
80911,-104.72,38.75
80913,-104.77,38.70
80914,-104.70,38.82
80915,-104.72,38.85
80916,-104.71,38.81
80917,-104.75,38.89
80918,-104.78,38.91
80919,-104.85,38.93
80920,-104.77,38.96
80921,-104.91,39.01
80922,-104.70,38.89
80923,-104.71,38.93
80924,-104.72,38.97
80925,-104.65,38.75
80926,-104.92,38.65
80927,-104.66,38.93
80928,-104.45,38.65
80929,-104.63,38.82
80930,-104.50,38.81
80938,-104.66,38.90
80939,-104.68,38.88
80951,-104.66,38.89
81001,-104.53,38.29
81003,-104.63,38.28
81004,-104.72,38.04
81005,-104.84,38.20
81006,-104.50,38.23
81007,-104.78,38.36
81008,-104.62,38.44
81019,-104.84,37.94
81020,-104.52,37.53
81021,-103.37,38.38
81022,-104.43,38.04
81023,-104.95,38.06
81024,-104.73,37.25
81025,-104.27,38.36
81027,-103.80,37.19
81029,-102.48,37.08
81030,-103.52,38.10
81033,-103.86,38.19
81036,-102.78,38.42
81038,-103.14,38.08
81039,-104.08,37.94
81040,-105.23,37.79
81041,-102.38,37.87
81043,-102.22,38.13
81044,-102.93,37.90
81045,-103.16,38.48
81047,-102.20,38.02
81049,-103.38,37.34
81050,-103.51,37.94
81052,-102.66,37.93
81054,-103.17,37.93
81055,-105.07,37.49
81057,-102.88,38.13
81058,-103.88,38.10
81059,-104.02,37.51
81062,-103.95,38.29
81063,-103.78,38.45
81064,-102.99,37.24
81067,-103.78,37.94
81069,-104.90,37.90
81071,-102.27,38.45
81073,-102.71,37.42
81076,-103.61,38.32
81077,-103.63,38.02
81081,-104.19,37.07
81082,-104.52,37.18
81084,-102.42,37.58
81087,-102.41,37.37
81089,-104.73,37.66
81090,-102.22,37.36
81091,-104.97,37.15
81092,-102.75,38.20
81101,-105.83,37.48
81120,-106.28,37.16
81121,-107.44,37.11
81122,-107.48,37.34
81123,-105.57,37.40
81124,-106.16,37.31
81125,-106.07,37.82
81126,-105.33,37.16
81128,-106.67,37.07
81129,-106.03,37.10
81130,-107.02,37.71
81131,-105.64,37.87
81132,-106.43,37.71
81133,-105.31,37.43
81136,-105.83,37.72
81137,-107.61,37.06
81138,-105.62,37.03
81140,-106.13,37.31
81141,-105.86,37.16
81143,-105.85,38.05
81144,-106.15,37.55
81146,-105.69,37.66
81147,-107.10,37.32
81148,-105.99,37.17
81149,-106.34,38.08
81151,-105.71,37.23
81152,-105.40,37.12
81154,-106.65,37.59
81155,-106.03,38.30
81201,-106.06,38.56
81210,-106.63,38.82
81211,-106.24,38.91
81212,-105.39,38.54
81220,-107.49,38.31
81221,-105.14,38.36
81222,-105.82,38.36
81223,-105.61,38.41
81224,-106.94,38.87
81225,-106.95,38.96
81226,-105.12,38.33
81227,-106.29,38.55
81230,-106.96,38.42
81231,-106.92,38.55
81232,-105.61,38.29
81233,-105.83,38.43
81235,-107.30,38.01
81236,-106.24,38.71
81237,-106.61,38.60
81239,-106.66,38.51
81240,-105.03,38.50
81241,-106.51,38.62
81242,-106.08,38.51
81243,-107.19,38.26
81244,-105.18,38.36
81248,-106.40,38.45
81251,-106.44,39.10
81252,-105.42,38.11
81253,-105.07,38.22
81301,-107.85,37.44
81303,-107.89,37.12
81320,-108.73,37.72
81321,-108.76,37.32
81323,-108.28,37.64
81324,-109.03,37.66
81325,-108.73,37.92
81326,-108.17,37.16
81327,-108.65,37.52
81328,-108.26,37.36
81330,-108.48,37.23
81331,-108.87,37.52
81332,-107.96,37.73
81334,-108.55,37.11
81335,-108.76,37.50
81401,-107.76,38.49
81403,-107.97,38.33
81410,-107.97,38.80
81411,-108.98,38.25
81413,-107.95,38.96
81415,-107.64,38.64
81416,-108.14,38.75
81418,-107.99,38.85
81419,-107.76,38.87
81422,-108.71,38.35
81423,-108.37,38.02
81424,-108.46,38.33
81425,-108.22,38.54
81426,-107.89,37.87
81427,-107.63,38.02
81428,-107.60,38.96
81429,-108.88,38.32
81430,-108.05,38.02
81431,-108.58,38.10
81432,-107.76,38.13
81433,-107.63,37.78
81434,-107.35,38.95
81435,-107.87,37.90
81501,-108.55,39.07
81503,-108.44,39.03
81504,-108.49,39.08
81505,-108.58,39.18
81506,-108.53,39.12
81507,-108.63,39.01
81520,-108.43,39.11
81521,-108.82,39.15
81522,-108.91,38.65
81523,-108.88,38.95
81524,-108.78,39.27
81525,-108.95,39.29
81526,-108.34,39.10
81527,-108.55,38.75
81601,-107.31,39.58
81610,-108.77,40.30
81611,-106.77,39.15
81612,-106.84,39.13
81615,-106.93,39.22
81620,-106.51,39.60
81621,-106.89,39.39
81623,-107.20,39.25
81624,-107.78,39.25
81625,-107.69,40.73
81630,-108.54,39.46
81631,-106.77,39.64
81632,-106.60,39.63
81633,-108.43,40.34
81635,-108.05,39.52
81637,-107.10,39.78
81638,-107.55,40.32
81639,-107.25,40.51
81640,-108.52,40.66
81641,-107.76,40.08
81642,-106.66,39.32
81643,-108.16,39.08
81645,-106.42,39.45
81646,-108.00,39.10
81647,-107.55,39.62
81648,-108.73,39.97
81649,-106.31,39.52
81650,-108.12,39.74
81652,-107.66,39.49
81653,-107.27,40.97
81654,-107.03,39.23
81655,-106.53,39.75
81656,-106.90,39.28
81657,-106.32,39.65
82001,-104.93,41.09
82005,-104.86,41.15
82007,-104.75,41.06
82009,-104.85,41.38
82050,-104.19,41.45
82051,-105.61,41.57
82052,-105.31,41.12
82053,-104.35,41.25
82054,-104.36,41.06
82055,-106.17,41.34
82058,-105.60,42.09
82059,-105.18,41.06
82060,-104.50,41.24
82061,-105.15,41.44
82063,-105.98,40.89
82070,-105.83,41.21
82072,-105.48,41.42
82073,-105.59,41.36
82081,-104.42,41.52
82082,-104.12,41.23
82083,-106.09,41.66
82084,-105.55,41.04
82190,-110.52,44.57
82201,-105.15,42.02
82210,-104.83,41.75
82212,-104.52,42.29
82213,-104.99,42.49
82214,-104.76,42.26
82215,-104.76,42.38
82217,-104.17,41.77
82219,-104.51,42.50
82221,-104.34,41.64
82222,-104.67,43.20
82223,-104.40,42.13
82224,-104.80,43.04
82225,-104.32,42.99
82227,-104.72,42.76
82229,-104.97,42.88
82240,-104.18,42.24
82242,-104.11,42.69
82243,-104.43,41.99
82244,-104.44,41.88
82301,-107.50,41.89
82321,-107.76,41.18
82322,-107.56,42.24
82323,-107.50,41.04
82324,-106.41,41.67
82325,-107.07,41.17
82327,-106.69,42.17
82329,-106.08,42.09
82331,-106.80,41.38
82332,-107.29,41.06
82334,-107.00,41.88
82335,-106.85,41.81
82336,-108.19,41.73
82401,-108.15,43.99
82410,-108.12,44.37
82411,-108.46,44.41
82412,-108.55,44.80
82414,-109.59,44.47
82420,-108.45,44.92
82421,-108.60,44.91
82422,-108.38,44.50
82423,-108.58,44.97
82426,-107.76,44.52
82428,-107.53,44.31
82430,-108.19,43.82
82431,-108.17,44.84
82432,-107.89,44.23
82433,-109.10,44.06
82434,-108.31,44.39
82435,-108.94,44.82
82440,-108.86,44.72
82441,-107.77,44.64
82442,-107.31,43.88
82443,-108.47,43.73
82450,-109.44,44.51
82501,-108.20,43.04
82510,-108.60,42.99
82512,-109.26,43.30
82513,-109.64,43.59
82514,-108.95,43.05
82515,-108.54,42.90
82516,-108.86,43.20
82520,-108.63,42.69
82523,-108.81,43.44
82601,-106.39,43.10
82604,-106.77,42.86
82609,-106.19,42.81
82620,-107.10,42.47
82630,-107.31,43.15
82633,-105.42,43.03
82635,-106.22,43.40
82636,-106.17,42.91
82637,-105.89,42.81
82638,-107.34,43.12
82639,-106.61,43.72
82640,-106.20,43.57
82642,-107.62,43.26
82643,-106.27,43.45
82644,-106.38,42.84
82646,-106.83,43.00
82648,-107.14,43.29
82649,-108.06,43.30
82701,-104.44,43.70
82710,-104.27,44.71
82711,-104.46,44.71
82712,-104.12,44.45
82714,-104.70,44.57
82715,-104.13,44.12
82716,-105.69,44.48
82718,-105.61,43.88
82720,-104.68,44.80
82721,-104.91,44.49
82723,-104.41,44.00
82725,-105.71,44.88
82727,-105.20,44.33
82729,-104.36,44.35
82730,-104.70,44.04
82731,-105.29,44.82
82732,-105.62,43.70
82801,-106.84,44.84
82831,-106.07,44.62
82832,-106.80,44.60
82833,-107.12,44.62
82834,-106.66,44.24
82835,-106.36,44.78
82836,-107.50,44.78
82837,-106.26,44.78
82838,-107.56,44.95
82839,-107.16,44.92
82842,-106.93,44.58
82844,-107.22,44.79
82845,-106.67,44.76
82901,-109.00,41.36
82922,-110.39,43.14
82923,-109.46,42.65
82925,-109.89,43.23
82929,-109.85,41.56
82930,-110.64,41.01
82932,-109.36,42.25
82933,-110.46,41.28
82934,-110.01,41.60
82935,-109.67,41.69
82936,-110.18,41.07
82937,-110.27,41.36
82938,-109.72,41.14
82939,-110.33,41.21
82941,-109.95,43.04
82942,-108.85,41.72
82943,-109.21,41.75
82944,-110.51,41.10
82945,-109.05,41.74
83001,-110.46,43.51
83011,-110.44,43.56
83012,-110.74,43.71
83013,-110.44,43.95
83014,-110.94,43.46
83025,-110.83,43.59
83101,-110.55,41.96
83110,-110.90,42.72
83111,-111.12,42.77
83112,-110.83,42.92
83113,-110.26,42.53
83114,-110.95,42.18
83115,-110.30,42.90
83116,-110.54,41.77
83118,-111.00,43.05
83119,-110.99,42.64
83120,-111.14,42.93
83121,-110.53,41.82
83122,-110.95,42.82
83123,-110.26,42.22
83124,-110.23,41.77
83126,-110.84,42.58
83127,-110.97,42.96
83128,-110.79,43.12
83201,-112.38,42.89
83202,-112.34,42.97
83203,-112.50,43.04
83204,-112.53,42.80
83209,-112.43,42.86
83210,-112.86,43.02
83211,-113.01,42.71
83212,-112.54,42.53
83213,-113.30,43.55
83214,-112.29,42.55
83215,-112.81,43.44
83217,-111.94,42.78
83218,-112.17,43.32
83220,-111.39,42.36
83221,-112.55,43.34
83223,-111.41,42.18
83226,-114.36,44.67
83227,-114.50,44.25
83228,-112.04,42.20
83232,-111.97,42.14
83233,-111.24,42.16
83234,-112.09,42.42
83235,-113.80,44.61
83236,-111.90,43.24
83237,-111.78,42.03
83238,-111.11,42.33
83239,-111.33,42.51
83241,-111.76,42.52
83243,-112.67,42.24
83244,-113.12,43.96
83245,-112.22,42.82
83246,-112.03,42.61
83250,-112.20,42.67
83251,-113.90,43.94
83252,-112.46,42.19
83253,-113.69,44.32
83254,-111.27,42.33
83255,-113.57,43.70
83261,-111.42,42.22
83262,-112.77,43.18
83263,-111.76,42.17
83271,-112.85,42.46
83272,-111.36,42.10
83274,-112.10,43.35
83276,-111.53,42.77
83277,-112.68,43.07
83278,-114.90,44.37
83281,-111.96,42.31
83283,-111.67,42.36
83285,-111.29,43.10
83286,-112.01,42.05
83287,-111.40,42.05
83301,-114.52,42.39
83302,-115.00,42.13
83311,-113.56,42.39
83312,-113.65,41.98
83313,-114.25,43.36
83314,-114.94,42.98
83316,-114.87,42.61
