statetownid,x,y,pc11_state_id,pc11_town_id,polemp_all,emp_all,polemp_051,polemp_052,polemp_061,polemp_062,polemp_071,polemp_072,polemp_081,polemp_089,polemp_091,polemp_099,polemp_101,polemp_104,polemp_105,polemp_106,polemp_110,polemp_120,polemp_131,polemp_139,polemp_141,polemp_151,polemp_170,polemp_191,polemp_192,polemp_201,polemp_202,polemp_203,polemp_210,polemp_221,polemp_222,polemp_231,polemp_239,polemp_241,polemp_242,polemp_243,polemp_251,polemp_252,polemp_259,polemp_261,polemp_262,polemp_263,polemp_264,polemp_266,polemp_271,polemp_272,polemp_273,polemp_274,polemp_275,polemp_279,polemp_281,polemp_282,polemp_291,polemp_292,polemp_293,polemp_302,polemp_303,polemp_304,polemp_309,polemp_325,polemp_351,polemp_352
9115652,78.79962715,28.60176496,9,115652,1915,3038,0,0,0,0,0,0,0,0,0,0,2,13,0,47,0,0,1589,77,139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9117035,79.05455734,28.82490522,9,117035,1367,1922,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,130,0,1176,30,0,0,13,0,0,0,0,0,1,0,0,0,0,0,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9117036,79.02835944,28.76442793,9,117036,266,1077,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,30,0,127,75,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118195,78.39953316,29.02320519,9,118195,447,1005,0,0,0,0,0,0,0,0,0,0,3,3,0,10,7,153,0,49,194,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9119234,77.62627029,29.00838771,9,119234,333,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,302,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119235,77.75291605,29.02260718,9,119235,61,744,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,17,21,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
9119236,77.63000012,28.90112407,9,119236,516,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,469,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
9119237,77.61937509,28.88932014,9,119237,136,1131,0,0,0,0,0,0,0,0,0,0,1,15,0,9,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
9119671,77.52058335,28.79150889,9,119671,68,1472,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119672,77.47751455,28.74736001,9,119672,779,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,511,0,0,0,0,0,8,0,0,0,160,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9119673,77.52433565,28.74085351,9,119673,64,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119674,77.54834791,28.80755442,9,119674,24,281,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119675,77.61397609,28.86035851,9,119675,65,304,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119676,77.59201102,28.82603449,9,119676,39,344,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119677,77.58406183,28.85788944,9,119677,98,406,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,36,0,35,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119678,77.56626127,28.84292318,9,119678,72,907,0,0,0,0,0,0,0,0,0,0,0,0,2,15,3,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119679,77.5189006,28.75248604,9,119679,41,456,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119758,77.29408487,28.77912679,9,119758,2873,3454,0,0,0,0,0,0,0,0,0,0,7,17,9,0,0,0,72,295,565,31,0,0,0,0,16,0,0,13,624,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,0,0,0,0
9119759,77.25888549,28.77034715,9,119759,82,741,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,2,18,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119760,77.31460281,28.73922947,9,119760,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119761,77.37387207,28.60037867,9,119761,764,9492,0,0,0,0,0,0,0,0,0,0,0,2,9,70,5,1,4,68,519,0,0,2,0,0,2,0,0,0,3,1,1,0,2,0,28,0,45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9120113,78.00310665,28.7625836,9,120113,77,991,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,5,0,43,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9120224,77.45766853,28.62337194,9,120224,191,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,95,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,9,0,10,0,8,6,9,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
9120225,77.47794338,28.61527539,9,120225,2335,4295,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,403,0,60,0,268,0,0,35,31,0,0,2,62,2,108,0,0,0,34,0,754,0,47,0,71,0,0,1,163,0,53,0,0,70,0,0,156,0,0,0,4,0,0,0
9120226,77.59611894,28.59429685,9,120226,25,416,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9120227,77.37027899,28.55827693,9,120227,217830,481736,0,0,0,0,0,0,0,0,0,0,486,10005,358,1294,201,699,564,2521,83366,1926,3582,2,3,88,3890,12,2497,760,5298,1442,779,202,768,4034,1290,18,3065,17301,22899,1455,7667,233,1631,620,2815,4627,3175,2464,7095,1846,18,33,7387,928,81,0,1058,642,4089,616
9120228,77.41200506,28.53077468,9,120228,171,1174,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,44,98,0,0,0,0,0,0,0,7,0,0,4,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
9120347,77.5086835,28.48082242,9,120347,48505,80951,0,3,25,3,0,0,0,136,0,0,69,0,1153,2359,325,0,132,4689,529,35,2487,0,0,95,74,12,635,160,4048,188,2,0,0,0,647,0,214,12095,376,31,62,0,1633,4,51,0,45,6,6336,250,3326,5,6027,1,0,0,36,0,59,142
9120348,77.64514747,28.4121909,9,120348,28,692,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9120827,77.84662349,28.37791147,9,120827,19,263,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
9121690,77.83875988,28.272905,9,121690,120,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9121691,77.85499468,28.26851647,9,121691,806,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,683,0,0,49,0,2,14,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9121692,77.81693558,28.2033273,9,121692,24,410,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122031,77.97591028,28.04148894,9,122031,68,527,0,0,0,0,0,0,0,0,0,0,2,4,0,7,0,0,0,1,35,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9122337,78.45763895,27.85287644,9,122337,137,1139,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,0,38,63,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
9122709,78.1273848,28.00745758,9,122709,80,512,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,35,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
9122710,78.03629055,27.91540767,9,122710,340,2036,0,0,0,0,0,0,0,0,0,0,7,1,0,131,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10
9122711,78.04095195,27.88834679,9,122711,173,1150,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122712,78.11471485,27.92757215,9,122712,36,760,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
9122713,78.10729876,27.90617339,9,122713,91,1300,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9122714,78.12033066,27.99416248,9,122714,14,173,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122715,78.06952437,27.94713425,9,122715,63,758,0,0,3,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122716,78.0566576,27.9335174,9,122716,131,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,56,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,44,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9122717,78.08637214,27.92588307,9,122717,67,601,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122718,78.10667977,27.87202056,9,122718,229,1285,0,0,0,0,0,0,0,10,0,0,0,3,13,20,3,0,0,1,46,0,2,0,0,0,0,0,0,2,0,0,0,0,0,58,0,0,56,0,0,0,0,0,0,7,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
9123440,78.14234982,27.62492059,9,123440,68,1012,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,40,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
9123441,78.06694151,27.58997603,9,123441,122,383,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,52,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
9123442,78.04815068,27.6166412,9,123442,103,387,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,83,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124214,77.68195151,27.52747528,9,124214,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124455,77.67476714,27.57387305,9,124455,147,993,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124456,77.63155085,27.5059066,9,124456,464,1037,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,5,0,49,0,5,0,0,0,0,0,0,0,0,1,0,2,347,4,6,0,0,0,0,0,0,0,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2
9124457,77.63438889,27.48612619,9,124457,113,1237,0,0,0,0,0,0,0,0,0,0,0,2,4,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,30
9124458,77.66864575,27.46579412,9,124458,42,531,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124459,77.69552496,27.43187987,9,124459,114,1029,0,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,1,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9124460,77.6848789,27.44516432,9,124460,135,859,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,43,0,0,0,9,0,3,0,0,0,0,0,0,13,37,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
9124461,77.67446031,27.41471551,9,124461,111,726,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124572,78.02641352,27.31951568,9,124572,56,2039,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9124689,77.906751,27.22692583,9,124689,332,1255,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124690,77.93574091,27.19661678,9,124690,72,711,0,0,0,0,0,0,0,0,0,0,0,0,8,25,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
9124691,77.93305981,27.16396697,9,124691,12,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124692,77.94208259,27.18156561,9,124692,56,379,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
9124693,77.95490248,27.17477275,9,124693,126,507,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,40,57,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
9124694,78.00390616,27.10329602,9,124694,15,570,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124695,78.01944582,27.1325856,9,124695,4,540,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124696,77.99351707,27.13293452,9,124696,5,231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124697,77.97362348,27.1417978,9,124697,2,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124698,77.95775974,27.14274559,9,124698,137,1420,0,0,0,0,0,0,0,0,0,0,0,5,3,24,0,0,2,1,45,19,0,0,0,0,0,0,0,0,0,0,21,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9124699,77.99884295,27.12413446,9,124699,43,418,4,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,7,0,19,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124869,77.87346174,27.24599211,9,124869,86,1359,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,42,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9125502,78.24225374,27.20905026,9,125502,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9125503,78.23175145,27.2147522,9,125503,25,141,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
9126213,78.4872236,27.1291839,9,126213,49,572,0,0,0,0,0,0,0,0,0,0,1,0,3,7,0,0,0,0,35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130130,79.24947742,28.21629204,9,130130,31,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13
9130470,79.40310446,28.31123541,9,130470,335,798,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,45,238,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9130471,79.42019911,28.30815285,9,130471,74,302,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,37,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
9130473,79.46339897,28.32696915,9,130473,1982,4061,0,0,0,0,0,0,0,0,0,0,13,0,3,24,7,0,2,1837,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
9130474,79.48907577,28.3095048,9,130474,248,767,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,198,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130475,79.47051177,28.30243646,9,130475,1872,2285,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,2,1830,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130476,79.4481939,28.49003024,9,130476,81,911,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9130477,79.39803246,28.32440065,9,130477,442,1279,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,387,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130808,79.58226708,28.49386711,9,130808,1472,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,21,1399,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9131660,79.79704767,28.60671955,9,131660,447,2595,0,0,0,0,0,0,0,0,0,0,1,0,0,52,0,0,0,220,22,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,75,22,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
9131661,79.81670742,28.61251995,9,131661,276,1182,0,0,0,0,0,0,0,0,0,0,1,3,0,125,0,0,2,106,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9135074,80.97385039,28.36548455,9,135074,142,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
9135522,80.48342899,28.06705756,9,135522,39,378,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9136058,80.34700611,27.72320434,9,136058,43,579,0,0,0,0,0,0,0,0,0,1,2,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9136543,80.77580062,27.95944625,9,136543,138,978,0,0,0,0,0,0,0,0,0,0,6,0,5,21,0,0,0,0,37,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,1,19,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2
9137766,80.70746015,27.56550759,9,137766,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9142394,80.53739625,26.45054675,9,142394,91,943,0,0,0,0,0,0,0,0,0,43,0,1,0,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9142395,80.40633035,26.45478113,9,142395,93,882,0,0,0,0,0,0,0,0,0,0,0,0,1,13,5,1,1,11,51,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9142396,80.39481949,26.46221227,9,142396,120,667,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,0,0,14,79,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9143558,80.94875476,26.73043348,9,143558,48,677,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9143559,80.99361853,26.80595033,9,143559,33,575,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
