indiaid_from,id_to,x_from,y_from,x_to,y_to
2157,2141,83.09883714,25.34741002,83.01590222,24.69675612
2149,2142,79.12867062,28.79304652,78.59631807,28.72776009
2140,2143,77.64949523,28.91962822,77.62041218,29.40119841
2145,2144,79.97109369,28.55042458,79.46497283,29.17979982
2151,2145,79.86499382,27.98274112,79.97109369,28.55042458
2104,2146,79.59783421,29.80281386,80.25501645,29.98687132
2153,2147,82.0969196,26.31927722,81.90029451,25.92109544
2110,2149,79.44802687,28.46018891,79.12867062,28.79304652
2143,2150,77.62041218,29.40119841,77.7415751,29.88239399
2135,2151,80.64903749,28.13505798,79.86499382,27.98274112
2106,2152,81.57256766,27.72301471,80.86837984,27.53767551
2120,2153,82.41063059,26.57982513,82.0969196,26.31927722
2123,2154,78.75730135,29.87206278,78.55446362,30.42417339
2137,2155,80.95028727,26.88266981,80.59601093,26.64781389
2115,2156,79.45101835,30.52176207,78.58647384,30.97380064
2154,2156,78.55446362,30.42417339,78.58647384,30.97380064
2131,2157,82.65063807,25.81657574,83.09883714,25.34741002
2211,2201,87.41363333,22.32077409,87.10590172,23.22557242
2207,2202,88.07543321,22.91795,87.855412,23.39343746
2213,2202,88.5121476,23.53090729,87.855412,23.39343746
2212,2203,88.18435483,24.18442436,87.61080241,23.95133052
2202,2203,87.855412,23.39343746,87.61080241,23.95133052
2215,2204,88.63726633,22.34238913,88.41184978,22.61814499
2208,2205,89.07968147,26.66805904,88.37927072,26.88173536
2204,2206,88.41184978,22.61814499,88.0616863,22.56047739
2206,2207,88.0616863,22.56047739,88.07543321,22.91795
2209,2208,89.33030033,26.29888062,89.07968147,26.66805904
2201,2214,87.10590172,23.22557242,86.38629692,23.29493765
3407,2214,86.35688626,23.76971094,86.38629692,23.29493765
2210,2216,88.05559494,25.1475645,88.30614003,25.68452672
2404,2401,96.56205505,28.06059685,95.84028046,28.75148899
2407,2401,93.88006392,28.29835081,95.84028046,28.75148899
2411,2404,96.41531905,27.48777257,96.56205505,28.06059685
1403,2406,95.12611706,26.83179775,95.56534488,27.04495001
2405,2407,93.56242893,27.73353401,93.88006392,28.29835081
2409,2407,94.55237637,28.57839361,93.88006392,28.29835081
2402,2408,93.12078543,27.30230168,92.55013813,27.39586654
2403,2409,95.07734285,28.35754502,94.55237637,28.57839361
2408,2410,92.55013813,27.39586654,91.98921895,27.6401459
2406,2411,95.56534488,27.04495001,96.41531905,27.48777257
1610,2501,76.48352691,30.31747426,76.83607807,30.67570527
3604,2701,77.23738625,28.09198607,77.1870976,28.57597885
3610,2701,76.7652483,28.74307617,77.1870976,28.57597885
1126,2803,73.48909134,15.98511955,73.95369051,15.5154411
2803,2804,73.95369051,15.5154411,74.06831594,15.14828407
2001,3001,92.10604794,24.07953466,92.89076195,23.70931952
3002,3001,92.86723517,22.40765689,92.89076195,23.70931952
3003,3002,92.70300124,22.97619559,92.86723517,22.40765689
2901,3102,73.05699785,8.274691211,75.54733425,11.69223874
3208,3201,79.26812258,18.54402715,79.20456049,19.21882861
1909,3203,79.08935588,12.62727654,79.00958931,13.47195728
3204,3203,78.77010123,14.46712271,79.00958931,13.47195728
3215,3204,79.71230063,14.78452348,78.77010123,14.46712271
3104,3205,82.25430553,16.65897263,82.04907423,17.17942959
3223,3205,81.39973315,16.88367168,82.04907423,17.17942959
3213,3207,78.22821631,17.88345652,78.1815206,17.29060895
3212,3207,78.14297942,16.49137541,78.1815206,17.29060895
3222,3208,79.81044258,17.94902053,79.26812258,18.54402715
3211,3212,78.28736001,15.57866801,78.14297942,16.49137541
3216,3213,78.20703417,18.50776168,78.22821631,17.88345652
3206,3214,80.0556388,16.19362185,79.29470041,17.05844044
1117,3216,77.74759167,19.0735323,78.20703417,18.50776168
3205,3220,82.04907423,17.17942959,82.86277633,17.95350745
3214,3222,79.29470041,17.05844044,79.81044258,17.94902053
3209,3222,80.76365719,17.6928158,79.81044258,17.94902053
3210,3223,80.79984015,16.5510374,81.39973315,16.88367168
3313,3308,92.8257208,26.22522016,93.54586625,26.20019378
3303,3312,95.0737575,27.47258647,94.91612707,27.52559726
3304,3313,92.59951162,26.69781463,92.8257208,26.22522016
3430,3405,86.75502625,25.92759079,86.04317662,26.11188616
3442,3407,87.20243621,24.50339978,86.35688626,23.76971094
3429,3408,84.09111746,25.29891267,84.88275464,24.82558418
3425,3408,85.28281042,25.37752951,84.88275464,24.82558418
3408,3413,84.88275464,24.82558418,85.54208086,24.14090633
3405,3420,86.04317662,26.11188616,85.38609746,26.21503644
3434,3424,84.57171822,26.21703112,84.59702487,26.88859682
2216,3427,88.30614003,25.68452672,87.50256897,25.92697247
3423,3428,84.17596118,24.08068864,84.95271267,23.1420449
3413,3428,85.54208086,24.14090633,84.95271267,23.1420449
1507,3428,85.67785882,21.56106602,84.95271267,23.1420449
3427,3430,87.50256897,25.92697247,86.75502625,25.92759079
3420,3434,85.38609746,26.21503644,84.57171822,26.21703112
2107,3434,84.12223415,26.07393346,84.57171822,26.21703112
2214,3436,86.38629692,23.29493765,85.81517628,22.58044068
3419,3442,86.25335316,25.15270584,87.20243621,24.50339978
2203,3442,87.61080241,23.95133052,87.20243621,24.50339978
3403,3442,86.89970684,25.00908938,87.20243621,24.50339978
3506,3502,71.7687443,21.6287594,71.18299476,21.4578082
3508,3502,70.32129466,21.36747086,71.18299476,21.4578082
3513,3502,70.74922811,22.29034829,71.18299476,21.4578082
3511,3503,72.35516896,23.62985912,72.01282667,24.22021294
3509,3507,69.98401462,23.63772313,69.90381741,22.28985166
2802,3508,70.70008352,20.88120584,70.32129466,21.36747086
3501,3510,72.27636281,22.75156685,72.94536637,22.67292663
3518,3512,73.5621098,22.21732805,73.89228022,22.83564723
3516,3513,71.54800299,22.84331581,70.74922811,22.29034829
3507,3513,69.90381741,22.28985166,70.74922811,22.29034829
3515,3517,73.35939597,21.19947613,73.73926598,20.76011157
3519,3517,73.11868992,20.56278136,73.73926598,20.76011157
1109,3517,74.46512281,21.26202528,73.73926598,20.76011157
3504,3518,73.22237859,21.75388354,73.5621098,22.21732805
3510,3518,72.94536637,22.67292663,73.5621098,22.21732805
2801,3519,72.86534936,20.43004717,73.11868992,20.56278136
2601,3519,73.06159552,20.18723012,73.11868992,20.56278136
3607,3601,76.85161447,29.72222663,77.13763844,30.350266
3605,3606,75.63662484,29.22209997,76.43532387,29.42630102
3606,3607,76.43532387,29.42630102,76.85161447,29.72222663
2701,3609,77.1870976,28.57597885,76.38242647,28.23274913
1606,3704,75.98744154,31.52457143,76.40149521,31.92972929
2156,3705,78.58647384,30.97380064,78.40835473,31.61001412
3709,3706,77.69617155,31.17548968,77.44077006,31.88626671
3708,3706,77.06013222,31.59437623,77.44077006,31.88626671
3705,3707,78.40835473,31.61001412,77.60424197,32.4786021
3706,3707,77.44077006,31.88626671,77.60424197,32.4786021
3704,3708,76.40149521,31.92972929,77.06013222,31.59437623
3711,3708,77.0081572,31.00309516,77.06013222,31.59437623
3701,3708,76.73202686,31.326098,77.06013222,31.59437623
2116,3710,77.96900579,30.43319408,77.47030324,30.63695619
3601,3710,77.13763844,30.350266,77.47030324,30.63695619
1611,3711,76.61625854,30.91945478,77.0081572,31.00309516
3710,3711,77.47030324,30.63695619,77.0081572,31.00309516
3814,3801,73.69609951,35.7580521,74.29764313,36.37415551
3802,3803,74.31644616,35.41652027,74.99789933,35.27891235
3807,3804,74.11773674,33.82093656,74.06959568,34.56405386
3804,3805,74.06959568,34.56405386,74.79825916,34.52915523
3818,3806,75.02159,33.83979876,75.33209415,33.80390397
3808,3807,74.06938005,33.23358246,74.11773674,33.82093656
1604,3811,75.46047664,32.00279645,75.64308218,32.54344359
3810,3812,74.94874868,32.71635021,75.45101485,33.03797505
3811,3812,75.64308218,32.54344359,75.45101485,33.03797505
3809,3812,74.82900277,33.25155981,75.45101485,33.03797505
3702,3815,76.41703616,32.64989614,76.0409706,33.45771374
3812,3815,75.45101485,33.03797505,76.0409706,33.45771374
3815,3816,76.0409706,33.45771374,76.11595289,34.61865943
3803,3816,74.99789933,35.27891235,76.11595289,34.61865943
3817,3816,75.10260374,34.2455486,76.11595289,34.61865943
3801,3816,74.29764313,36.37415551,76.11595289,34.61865943
3806,3817,75.33209415,33.80390397,75.10260374,34.2455486
3805,3817,74.79825916,34.52915523,75.10260374,34.2455486
3819,3818,74.78823945,33.94544979,75.02159,33.83979876
3918,3901,76.95486558,13.36605592,77.53346562,12.84230633
1914,3901,78.17573326,11.9145844,77.53346562,12.84230633
3913,3901,78.00586253,13.3808048,77.53346562,12.84230633
1114,3902,74.06760045,16.46654806,74.8138994,16.07592747
3905,3902,75.88292506,16.51645296,74.8138994,16.07592747
3916,3903,76.65481276,15.8155084,76.46436894,14.9643549
3910,3904,76.91079179,17.00489586,77.26766777,17.89479548
3207,3904,78.1815206,17.29060895,77.26766777,17.89479548
3917,3906,75.38786642,13.99403286,75.73338798,13.38901505
3908,3906,75.10792721,13.08014042,75.73338798,13.38901505
3903,3907,76.46436894,14.9643549,76.42681873,14.142208
3202,3907,77.54756681,14.48920131,76.42681873,14.142208
3919,3909,74.62698501,14.75879844,75.49229711,15.1131535
3912,3911,75.82824337,12.27300501,76.15999525,12.93758224
3906,3911,75.73338798,13.38901505,76.15999525,12.93758224
3901,3911,77.53346562,12.84230633,76.15999525,12.93758224
4002,3912,75.4761506,12.09535129,75.82824337,12.27300501
3203,3913,79.00958931,13.47195728,78.00586253,13.3808048
3914,3915,76.85598905,12.54001224,76.78743761,12.02585971
3909,3917,75.49229711,15.1131535,75.38786642,13.99403286
3907,3918,76.42681873,14.142208,76.95486558,13.36605592
2804,3919,74.06831594,15.14828407,74.62698501,14.75879844
4011,4006,76.94422774,9.12719811,76.93148448,9.794545325
4003,4006,76.5762961,10.06341753,76.93148448,9.794545325
1907,4006,77.80364636,10.13598993,76.93148448,9.794545325
3102,4007,75.54733425,11.69223874,75.93038493,11.53712688
4008,4007,76.16311601,11.14606361,75.93038493,11.53712688
4012,4009,76.31745401,10.48207827,76.57460045,10.80238966
4001,4011,76.48494469,9.428578705,76.94422774,9.12719811
1905,4011,77.36029928,8.298418424,76.94422774,9.12719811
